category,faam_property,type,value,label,qualifiers
metadata,label,string,"Quatrième fantasia (fantastique), op. 20",,
metadata,description,string,,,
metadata,nodegoat_id,id,15992371,,
metadata,FAAM manifestation ID,id,KCA-030901506086,,
metadata,call number,string,MM-TP-BENOI-fanta4-1,,
metadata,score format,item,mrQyCLJX,Polyphonic Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,editorial annotation,item,Di2mC26w,engage pedal,
statements,editorial annotation,item,NFazQXR2,release pedal,
statements,editorial annotation,item,NsEoE4RP,musical expression,
statements,editorial annotation,item,WtvibJFF,accent,
statements,editorial annotation,item,c5cZmF37,decrescendo,
statements,editorial annotation,item,UDva945b,crescendo,
statements,editorial annotation,item,YCgBhPNn,octave sign,
statements,editorial annotation,item,WuWcWk4u,ritenuto,
statements,editorial annotation,item,Skma2JzR,accelerando,
statements,editorial annotation,item,DqMNcjpW,trill,
statements,handwritten annotation,item,J6ERsasy,metronome mark,
statements,handwritten annotation,item,6cyBEJLr,fingering,
statements,handwritten annotation,item,Di2mC26w,engage pedal,
statements,handwritten annotation,item,NFazQXR2,release pedal,
statements,handwritten annotation,item,YWfofDz3,bounding,
statements,handwritten annotation,item,aCRY7SgN,accidental,
statements,handwritten annotation,item,WtvibJFF,accent,
statements,handwritten annotation,item,SnxsnGvi,deletion,
statements,handwritten annotation,item,YCgBhPNn,octave sign,
statements,handwritten annotation,item,5fpte3tE,vertical break,
statements,handwritten annotation,item,9dz9ydpz,legato,
statements,handwritten annotation,item,UDva945b,crescendo,
statements,handwritten annotation,item,e9t5BdLA,decrescendo,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,
statements,keyword,item,KvY9ZvU4,fantasia,
statements,keyword,item,UGSpFRmF,piano music,
statements,instrumentation,item,GoXpNrsh,piano,
statements,musical work,item,2JHqWVYb,"Fantaisie No.4, Op.20",
statements,agent,statement,73vECvez,Peter Benoit,fkHJwpoD||
statements,agent,statement,AWYT8jUv,Enoch & Cie,GBgJfRbK|GDeKaNeC|
statements,agent,statement,3NyookEG,Anonymous,GoiPpGap||
statements,role,item,fkHJwpoD,composer,
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,GoiPpGap,performing artist,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,
