category,faam_property,type,value,label,qualifiers
metadata,label,string,Chacone grave,,
metadata,description,string,,,
metadata,nodegoat_id,id,15992340,,
metadata,FAAM manifestation ID,id,KCA-030902707238,,
metadata,call number,string,MM-TC-LEBEG-chacone-1,,
metadata,score format,item,mrQyCLJX,Polyphonic Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,date,date,1675,,
statements,editorial annotation,item,jCuFYGDc,ink stamp,
statements,editorial annotation,item,VMA2AmEN,performance practice,
statements,editorial annotation,item,A4NPbBsi,ornament,
statements,handwritten annotation,item,K9MgTT3J,cut,
statements,handwritten annotation,item,bsgSL8K5,Rehearsal letter,
statements,handwritten annotation,item,VMA2AmEN,performance practice,
statements,handwritten annotation,item,d2uUDsVY,variation,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,
statements,keyword,item,FSduWvy5,early music,
statements,keyword,item,RHxmTGG2,dance music,
statements,instrumentation,item,YmTjo9Ww,harpsichord,
statements,agent,statement,YNPwD4BQ,Nicolas Lebègue,fkHJwpoD||1675
statements,agent,statement,XkkbmtTt,Paul Brunold,45qo3Fj3||
statements,agent,statement,5NNGqwP9,Henri Expert,45qo3Fj3||
statements,agent,statement,miDpPEFC,Maurice Senart,GBgJfRbK|GDeKaNeC|
statements,role,item,fkHJwpoD,composer,
statements,role,item,45qo3Fj3,music editor,
statements,role,item,45qo3Fj3,music editor,
statements,role,item,GBgJfRbK,publishing company,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,
