category,faam_property,type,value,base_url,label
metadata,label,string,Émile Delay,,
metadata,label,string,Émile Delay,,
metadata,description,string,French music publisher (1833-...),,
metadata,id,id,Gz3HvXBq,,
metadata,nodegoat_id,id,16005743,,
metadata,aliases,string,E. Delay,,
metadata,aliases,string,E. Delay,,
metadata,aliases,string,Émile Delay,,
metadata,qid,externalid,Q135432538,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,54419544,https://viaf.org/viaf/,
statements,date of birth,date,1833-01-03,,
statements,instance of,item,ZwquHrbe,,human
statements,role,item,GBgJfRbK,,publishing company
statements,related to,item,HwcYgL5C,,salon music
statements,related to,item,MaWnCnVw,,arrangement
statements,occupation,item,K6gPySVi,,music publisher
statements,sex or gender,item,VAnkqco6,,male
resources,image,image,,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/,
