category,faam_property,type,value,label,qualifiers
metadata,label,string,Der Golem: Musikdrama in drei Akten,,
metadata,description,string,,,
metadata,nodegoat_id,id,15992542,,
metadata,FAAM manifestation ID,id,KCA-030901706215,,
metadata,call number,string,UM-ZP-DALBE-golem-1,,
metadata,score format,item,ktjyHrtb,Full Score,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,date,date,1926,,
statements,editorial annotation,item,6cyBEJLr,fingering,
statements,editorial annotation,item,bsgSL8K5,Rehearsal letter,
statements,editorial annotation,item,YCgBhPNn,octave sign,
statements,editorial annotation,item,VMA2AmEN,performance practice,
statements,editorial annotation,item,Rfoj9dh4,Instrument Cue,
statements,handwritten annotation,item,jCuFYGDc,ink stamp,
statements,handwritten annotation,item,JnGFsz6r,pointer,
statements,handwritten annotation,item,eviEKifd,dynamic,
statements,handwritten annotation,item,Tf4mT79v,piano,
statements,handwritten annotation,item,gSHSbZQr,instrument call,
statements,handwritten annotation,item,VMA2AmEN,performance practice,
statements,handwritten annotation,item,B7WuhvkL,fermata,
statements,handwritten annotation,item,bZxRjBKt,brackets,
statements,handwritten annotation,item,SnxsnGvi,deletion,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,
statements,keyword,item,M9HRWrxt,reduction,
statements,keyword,item,hxYumS2J,opera,
statements,instrumentation,item,KJkThvsq,voice,
statements,instrumentation,item,GoXpNrsh,piano,
statements,musical work,item,kSEhiJt5,Der Golem,
statements,agent,statement,M3sjJXNR,Eugen d'Albert,fkHJwpoD||
statements,agent,statement,3NyookEG,Anonymous,2ZAuwsSp||
statements,agent,statement,3GuXLQzZ,Universal Music Publishing Group,GBgJfRbK|2g8dy8pA|1926
statements,role,item,fkHJwpoD,composer,
statements,role,item,2ZAuwsSp,conductor,
statements,role,item,GBgJfRbK,publishing company,
statements,place,item,2g8dy8pA,New York,
