category,faam_property,type,value,base_url,label
metadata,label,string,André Cardinal Destouches,,
metadata,label,string,André Cardinal Destouches,,
metadata,description,string,French composer,,
metadata,nodegoat_id,id,16005062,,
metadata,aliases,string,Andre Cardinal Destouches,,
metadata,aliases,string,André Cardinal Destouches,,
metadata,qid,externalid,Q517636,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,66618922,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/8699,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Destouches,_André_Cardinal",https://imslp.org/wiki/,
statements,date of birth,date,1672-04-06,,
statements,date of death,date,1749-02-07,,
statements,instance of,item,ZwquHrbe,,human
statements,role,item,fkHJwpoD,,composer
statements,related to,item,FSduWvy5,,early music
statements,occupation,item,KZLqHwSf,,composer
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,Eqo9Fq2n,,France
statements,place of birth,item,NTVdRo4W,,Paris
statements,place of death,item,NTVdRo4W,,Paris
statements,educated at,item,DGmtH3pD,,Collège Louis-le-Grand (Paris)
