category,faam_property,type,value,base_url,label
metadata,label,string,Baldassare Galuppi,,
metadata,description,string,Italian composer (1706-1785),,
metadata,aliases,string,"Baldassarre, detto il Buranello Galuppi",,
metadata,aliases,string,Buranello,,
metadata,aliases,string,Baldassare Galuppi,,
metadata,qid,externalid,Q208338,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,15995817,,
statements,VIAF ID,externalid,22327261,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/41444,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Galuppi,_Baldassare",https://imslp.org/wiki/,
statements,date of birth,date,1706-10-18,,
statements,date of death,date,1785-01-03,,
statements,instance of,item,aJeJBesD,,human
statements,occupation,item,5aTYuVxp,,composer
statements,occupation,item,ZhptKYF3,,organist
statements,occupation,item,TDF2knmi,,conductor
statements,sex or gender,item,ku2dT5kg,,male
statements,nationality,item,eYiHyUu4,,Republic of Venice
statements,place of birth,item,4gRyjpMr,,
statements,place of death,item,CgZzMq22,,Venice
statements,instrument,item,8cygiHEB,,organ
statements,influenced by,item,SnTwYr4w,,Benedetto Marcello
statements,influenced by,item,kGtx9MnB,,Antonio Lotti
