category,faam_property,type,value,label,qualifiers
metadata,label,string,"Quintette : pour Piano, 2 Violons, Alto & Violoncelle : Op. 44",,
metadata,description,string,,,
metadata,nodegoat_id,id,15992647,,
metadata,FAAM manifestation ID,id,KCG-000741205,,
metadata,call number,string,A-585,,
metadata,score format,item,ktjyHrtb,Full Score,
metadata,score format,item,g5WgfTuF,Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,date,date,1872,,
statements,date,date,1842,,
statements,handwritten annotation,item,bsgSL8K5,Rehearsal letter,
statements,handwritten annotation,item,9dz9ydpz,legato,
statements,handwritten annotation,item,HXG9NWiG,bowing,
statements,handwritten annotation,item,WT9AcUBt,tempo,
statements,handwritten annotation,item,aCRY7SgN,accidental,
statements,handwritten annotation,item,eviEKifd,dynamic,
statements,handwritten annotation,item,6cyBEJLr,fingering,
statements,handwritten annotation,item,J6ERsasy,metronome mark,
statements,handwritten annotation,item,3Vvybq56,affect,
statements,handwritten annotation,item,8Ki8U5U4,underline,
statements,handwritten annotation,item,YWfofDz3,bounding,
statements,handwritten annotation,item,SnxsnGvi,deletion,
statements,handwritten annotation,item,gSHSbZQr,instrument call,
statements,handwritten annotation,item,4PAdXGNC,alternative melody,
statements,handwritten annotation,item,NefNH6k2,Volti subito,
statements,provenance,item,hQcqj8e8,Royal Conservatory of Ghent,
statements,keyword,item,6kwYh3HH,chamber music,
statements,instrumentation,item,GoXpNrsh,piano,
statements,instrumentation,item,VZE4bgeN,violin,
statements,instrumentation,item,WsKgSBQG,viola,
statements,instrumentation,item,4oyT6BBG,cello,
statements,agent,statement,3NyookEG,Anonymous,GoiPpGap|8LdweD7c|1872
statements,agent,statement,TxfuV8Su,Robert Schumann,fkHJwpoD||1842
statements,role,item,GoiPpGap,performing artist,
statements,role,item,fkHJwpoD,composer,
statements,place,item,8LdweD7c,Ghent,
