category,faam_property,type,value,label,qualifiers
metadata,label,string,Three Organ Pieces,,
metadata,description,string,,,
metadata,nodegoat_id,id,16005434,,
metadata,FAAM manifestation ID,id,ORP-20143701p1,,
metadata,call number,string,KTS1 H.11.map.005,,
metadata,score format,item,ktjyHrtb,Full Score,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,provenance,item,TrYWxDhL,Orpheus Institute,
statements,keyword,item,A85JP7AT,organ music,
statements,instrumentation,item,RXg4snEH,organ,
statements,agent,statement,DdadiMfy,Alphonse Mailly,fkHJwpoD||
statements,role,item,fkHJwpoD,composer,
