category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Ouverture d'Iphigenie [en Aulide] : Arrangée pour clavecin ou forte-piano,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992754,,,
metadata,FAAM manifestation ID,id,ORP-26137450b,,,
metadata,call number,string,KTS1 C1.40 26E22b,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,QasJKrSg,,tremolo,
statements,editorial annotation,item,XTCWoPBm,,Volti subito,
statements,editorial annotation,item,HKyA3Qzz,,dynamic,
statements,editorial annotation,item,7XBG3iZJ,,legato,
statements,handwritten annotation,item,TUdHPWU8,,alternative melody,
statements,provenance,item,U7DY6oXy,,Orpheus Institute,
statements,keyword,item,WiBZjkbR,,arrangement,
statements,keyword,item,7AXGCpck,,opera,
statements,keyword,item,mGvrzsgB,,salon music,
statements,keyword,item,QHAoKPG8,,solo,
statements,keyword,item,XKwx4gZW,,overture,
statements,instrumentation,item,LoXSg3U3,,fortepiano,
statements,instrumentation,item,Q8MBQBw7,,harpsichord,
statements,musical work,item,WqjAiCxw,,Iphigénie en Tauride,
statements,agent,statement,DDH7fEFM,,Anonymous,oMERLdSN||
statements,agent,statement,C3NTYuH8,,Christoph Willibald von Gluck,YvQmwaaW||
statements,agent,statement,oRcy7jj8,,Jean-Frédéric Edelmann,YvQmwaaW||
statements,agent,statement,WDGAMwvd,,Charles-Georges Boyer,7tdgMgre|dtkJhYLf|
