category,faam_property,type,value,label,qualifiers
metadata,label,string,Histoire d'une Fleur,,
metadata,description,string,,,
metadata,nodegoat_id,id,16005402,,
metadata,FAAM manifestation ID,id,ORP-20143702p20,,
metadata,call number,string,KTS1 H.11.map.004,,
metadata,score format,item,ktjyHrtb,Full Score,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,date,date,01-1857,,
statements,provenance,item,TrYWxDhL,Orpheus Institute,
statements,keyword,item,HwinuQRS,song,
statements,instrumentation,item,GoXpNrsh,piano,
statements,instrumentation,item,ABS5BA5Q,soprano,
statements,agent,statement,QDBfsU4A,Marie Lassaveur,fkHJwpoD||
statements,agent,statement,PZe8c2A5,Journal des Demoiselles,GBgJfRbK|GDeKaNeC|01-1857
statements,role,item,fkHJwpoD,composer,
statements,role,item,GBgJfRbK,publishing company,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,
