category,faam_property,type,value,base_url,label
metadata,label,string,Raymond Pech,,
metadata,label,string,Raymond Pech,,
metadata,description,string,French composer (1876–1952),,
metadata,id,id,4KZcp7E4,,
metadata,nodegoat_id,id,16005322,,
metadata,aliases,string,Raymond Jean Pech,,
metadata,aliases,string,Raymond Pech,,
metadata,qid,externalid,Q1758604,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,306431433,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30071665,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Pech,_Raymond_Jean",https://imslp.org/wiki/,
statements,date of birth,date,1876-02-04,,
statements,date of death,date,1952-07-03,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,KZLqHwSf,,composer
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,Eqo9Fq2n,,France
statements,place of birth,item,T4a8frFq,,Valenciennes
statements,place of death,item,NTVdRo4W,,Paris
statements,educated at,item,NA5EnjbE,,Conservatoire de Paris
statements,educated at,item,KRuujjMV,,Regional Conservatory of Lille
resources,image,image,,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/,
