category,faam_property,type,value,base_url,label
metadata,label,string,Niccolò Piccinni,,
metadata,description,string,Italian composer,,
metadata,aliases,string,Niccolo Piccinni,,
metadata,qid,externalid,Q310687,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,0,,
statements,VIAF ID,externalid,17319986,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/17950,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Piccinni,_Niccolò",https://imslp.org/wiki/,
statements,instance of,item,aJeJBesD,,human
statements,sex or gender,item,ku2dT5kg,,male
statements,employer,item,mNynReve,,Conservatoire de Paris
