category,faam_property,type,value,label,qualifiers
metadata,label,string,Zes Latijnse lofgeVoiceen : 2 en 3 gelijke stemmen,,
metadata,description,string,,,
metadata,nodegoat_id,id,15992270,,
metadata,FAAM manifestation ID,id,KCA-030903915962,,
metadata,call number,string,MM-KM-CLEME-motet6-1,,
metadata,score format,item,g5WgfTuF,Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,handwritten annotation,item,Pcc4PpDc,alternative lyrics,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,
statements,keyword,item,MEjPi9ot,choral music,
statements,keyword,item,jTMjFsDj,Cecilian Movement,
statements,keyword,item,FSduWvy5,early music,
statements,instrumentation,item,KJkThvsq,voice,
statements,instrumentation,item,5yLc7bQJ,choir,
statements,agent,statement,eKojBYfq,Henri Clemens,fkHJwpoD||
statements,role,item,fkHJwpoD,composer,
