category,faam_property,type,value,base_url,label
metadata,label,string,Felix Aerts,,
metadata,label,string,Felix Aerts,,
metadata,description,string,Belgian violinist,,
metadata,id,id,AK79KEfy,,
metadata,nodegoat_id,id,16005773,,
metadata,aliases,string,Felix Aerts,,
metadata,qid,externalid,Q27903933,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,61813480,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30072029,https://rism.online/,
statements,date of birth,date,1827-05-04,,
statements,date of death,date,1888-12-00,,
statements,instance of,item,ZwquHrbe,,human
statements,role,item,fkHJwpoD,,composer
statements,related to,item,jTMjFsDj,,Cecilian Movement
statements,occupation,item,KZLqHwSf,,composer
statements,occupation,item,irSPevuD,,violinist
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,QbfXawnE,,Belgium
statements,place of birth,item,3APXqAUz,,Sint-Truiden
statements,place of death,item,M7dwDRP8,,Nivelles
statements,instrument,item,VZE4bgeN,,violin
resources,image,image,,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/,
