category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Joli mois de Mai,,,
metadata,description,string,,,,
metadata,id,id,MMhsnCag,,,
metadata,nodegoat_id,id,16005524,,,
metadata,FAAM manifestation ID,id,ORP-20143988p21,,,
metadata,call number,string,KTS1 H.11.map.008,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,note,html,"L'Illustration, N. 3201
L'Illustration, N. 3201",,,
statements,date,date,,,,
statements,date,date,02-07-1904,,,
statements,provenance,item,TrYWxDhL,Orpheus Institute,,
statements,related item,item,,,,
statements,keyword,item,FSduWvy5,early music,,
statements,agent,statement,29ovPana,,45qo3Fj3||,
statements,agent,statement,29ovPana,,45qo3Fj3||,
statements,agent,statement,Ui7C9eZU,,GBgJfRbK|GDeKaNeC|,
statements,agent,statement,Ui7C9eZU,,GBgJfRbK|GDeKaNeC|02-07-1904,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,GBgJfRbK,publishing company,,
statements,place,item,,,,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,,
resources,thumb,image,ORP-20143988p21.gif,,,../assets/images/thumbs/
