category,faam_property,type,value,base_url,label
metadata,label,string,Jean Richafort,,
metadata,label,string,Jean Richafort,,
metadata,description,string,,,
metadata,description,string,Franco-Flemish composer,,
metadata,id,id,fzrskT2v,,
metadata,nodegoat_id,id,16002731,,
metadata,aliases,string,,,
metadata,aliases,string,Jean Richafort,,
metadata,qid,externalid,Q722322,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,107536201,https://viaf.org/viaf/,
statements,IMSLP ID,externalid,"Category:Richafort,_Jean",https://imslp.org/wiki/,
statements,date of birth,date,1480-01-01,,
statements,date of death,date,1547-01-01,,
statements,type,item,ZwquHrbe,,human
statements,role,item,fkHJwpoD,,composer
statements,related to,item,FSduWvy5,,early music
statements,occupation,item,KZLqHwSf,,composer
statements,sex or gender,item,VAnkqco6,,male
statements,place of birth,item,Wbp99pf7,,
statements,place of death,item,PKMmukjk,,Bruges
statements,influenced by,item,Vm3JWtge,,Josquin des Prez
resources,image,image,,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/,
