category,faam_property,type,value,base_url,label
metadata,label,string,Giuseppe Tartini,,
metadata,label,string,Giuseppe Tartini,,
metadata,description,string,,,
metadata,description,string,Italian composer and violinist (1692-1770),,
metadata,id,id,TU6HRQKW,,
metadata,nodegoat_id,id,15995895,,
metadata,aliases,string,,,
metadata,aliases,string,Giuseppe Tartini,,
metadata,qid,externalid,Q108555,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,66653168,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/162506,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Tartini,_Giuseppe",https://imslp.org/wiki/,
statements,date of birth,date,1692-04-08,,
statements,date of death,date,1770-02-26,,
statements,type,item,ZwquHrbe,,human
statements,occupation,item,KZLqHwSf,,composer
statements,occupation,item,YYyZX3aY,,musicologist
statements,occupation,item,N3DQMCdv,,music theorist
statements,occupation,item,irSPevuD,,violinist
statements,occupation,item,6XD3homi,,music educator
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,7L3SCe2M,,Republic of Venice
statements,place of birth,item,Ezy4TzLG,,
statements,place of death,item,B67rejNf,,
statements,place of death,item,NFHAoKLb,,
statements,instrument,item,VZE4bgeN,,violin
statements,influenced by,item,T9jTrmYa,,
statements,educated at,item,JWYRxyMK,,University of Padua
resources,image,image,Giuseppe_Tartini_(Tartini_House).jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/,
