category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,"Sinfonietta, op. 48",,,
metadata,description,string,,,,
metadata,id,id,FsDiMPKz,,,
metadata,nodegoat_id,id,15992512,,,
metadata,FAAM manifestation ID,id,KCA-030904487201,,,
metadata,call number,string,UM-BKA-NOVAC-sinfo48-9,,,
metadata,score format,item,ktjyHrtb,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,1903,,,
statements,date,date,,,,
statements,date,date,,,,
statements,handwritten annotation,item,XutP4SZN,chronometry,,
statements,handwritten annotation,item,jCuFYGDc,ink stamp,,
statements,handwritten annotation,item,DS9HvPwY,point in time,,
statements,handwritten annotation,item,8Ki8U5U4,underline,,
statements,handwritten annotation,item,kmMxdth8,,,
statements,handwritten annotation,item,e9t5BdLA,decrescendo,,
statements,handwritten annotation,item,Wpq9sxzm,solmization,,
statements,handwritten annotation,item,gSHSbZQr,,,
statements,handwritten annotation,item,5fpte3tE,,,
statements,handwritten annotation,item,WtvibJFF,accent,,
statements,handwritten annotation,item,VMA2AmEN,performance practice,,
statements,handwritten annotation,item,eviEKifd,dynamic,,
statements,handwritten annotation,item,YWfofDz3,,,
statements,handwritten annotation,item,YCgBhPNn,octave sign,,
statements,handwritten annotation,item,RePdmToB,breath mark,,
statements,handwritten annotation,item,B6QDYYs9,,,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,,
statements,related item,item,Ni7n4SHX,,,
statements,related item,item,SKbqbAHR,,,
statements,related item,item,2v4izE8Y,,,
statements,related item,item,WKfZ7hKH,,,
statements,related item,item,hcM6ooci,,,
statements,related item,item,nKH2QhpS,,,
statements,related item,item,24ZX3wtZ,,,
statements,related item,item,epKGJCq7,,,
statements,related item,item,XutP4SZN,chronometry,,
statements,keyword,item,gccDhEBK,wind music,,
statements,keyword,item,hCL8ZYQY,symphonic music,,
statements,instrumentation,item,MV3uErvy,flute,,
statements,instrumentation,item,MFQUhgoe,oboe,,
statements,instrumentation,item,4AUBYBXJ,clarinet,,
statements,instrumentation,item,GCEGkwjT,bassoon,,
statements,instrumentation,item,N3AKKugd,horn,,
statements,musical work,item,jihDgEAZ,,,
statements,agent,statement,UkBCrdbe,,fkHJwpoD||,
statements,agent,statement,XVpibGGu,,GBgJfRbK|GKcJxAtt|1903,
statements,agent,statement,3NyookEG,,2ZAuwsSp||,
statements,agent,statement,,,||,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,2ZAuwsSp,conductor,,
statements,role,item,,,,
statements,place,item,GKcJxAtt,Leipzig,,
statements,place,item,,,,
statements,place,item,,,,
resources,thumb,image,KCA-030904487201.gif,,,../assets/images/thumbs/
