category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,"Symphony No. 2, Movement I",,,
metadata,description,string,,,,
metadata,id,id,X77MiHHx,,,
metadata,nodegoat_id,id,16002385,,,
metadata,FAAM manifestation ID,id,WML-768272,,,
metadata,call number,string,uu_mckay_asc,,,
metadata,score format,item,ktjyHrtb,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,1960,,,
statements,date,date,,,,
statements,date,date,,,,
statements,handwritten annotation,item,EgH6igGS,signature,,
statements,handwritten annotation,item,eviEKifd,dynamic,,
statements,handwritten annotation,item,J6ERsasy,metronome mark,,
statements,handwritten annotation,item,WFgzwULr,,,
statements,handwritten annotation,item,8Ki8U5U4,underline,,
statements,handwritten annotation,item,gSHSbZQr,,,
statements,handwritten annotation,item,WuWcWk4u,ritenuto,,
statements,handwritten annotation,item,2iBnpzus,,,
statements,handwritten annotation,item,YWfofDz3,,,
statements,handwritten annotation,item,kmMxdth8,,,
statements,handwritten annotation,item,ch89W2mx,time signature,,
statements,handwritten annotation,item,VMA2AmEN,performance practice,,
statements,provenance,item,3xcm7SKP,J. Willard Marriott Library,,
statements,related item,item,,,,
statements,keyword,item,mgrwHwTj,symphony,,
statements,instrumentation,item,g7hgtzmM,orchestra,,
statements,musical work,item,ne3pa52m,Symphony No. 2,,
statements,agent,statement,DMmrDj7M,,fkHJwpoD||,
statements,agent,statement,TUpT2hLg,,GBgJfRbK||,
statements,agent,statement,BFrbSzjH,,2ZAuwsSp||1960,
statements,agent,statement,,,||,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,2ZAuwsSp,conductor,,
statements,role,item,,,,
statements,place,item,,,,
statements,place,item,,,,
statements,place,item,,,,
resources,thumb,image,WML-768272.gif,,,../assets/images/thumbs/
