category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Capriccio: B dur (abreise),,,
metadata,description,string,,,,
metadata,id,id,U7Y88LjG,,,
metadata,nodegoat_id,id,15992668,,,
metadata,FAAM manifestation ID,id,KCA-TP140299,,,
metadata,call number,string,TP140299,,,
metadata,score format,item,mrQyCLJX,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,VMA2AmEN,performance practice,,
statements,editorial annotation,item,Di2mC26w,engage pedal,,
statements,editorial annotation,item,NFazQXR2,release pedal,,
statements,editorial annotation,item,6cyBEJLr,fingering,,
statements,editorial annotation,item,J6ERsasy,metronome mark,,
statements,editorial annotation,item,WT9AcUBt,tempo,,
statements,editorial annotation,item,3ts8CrNB,musical phrasing,,
statements,editorial annotation,item,WtvibJFF,accent,,
statements,editorial annotation,item,A4NPbBsi,ornament,,
statements,editorial annotation,item,UDva945b,crescendo,,
statements,editorial annotation,item,AeKhRWCB,,,
statements,editorial annotation,item,eviEKifd,dynamic,,
statements,editorial annotation,item,e9t5BdLA,decrescendo,,
statements,editorial annotation,item,ULbwT6u4,dolce,,
statements,editorial annotation,item,WuWcWk4u,ritenuto,,
statements,editorial annotation,item,c5cZmF37,decrescendo,,
statements,editorial annotation,item,NsEoE4RP,musical expression,,
statements,handwritten annotation,item,jCuFYGDc,ink stamp,,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,,
statements,related item,item,,,,
statements,keyword,item,FSduWvy5,early music,,
statements,keyword,item,A865BeAb,capriccio,,
statements,instrumentation,item,GoXpNrsh,piano,,
statements,musical work,item,eiSLX6m5,Capriccio sopra la lontananza del suo fratello dilettissimo,,
statements,agent,statement,QhRQ5LW9,,fkHJwpoD||,
statements,agent,statement,CT372LTH,,NgFpoygv|Ba3nT5xs|,
statements,agent,statement,JEZ5AweR,,GBgJfRbK|nkxLRFG5|,
statements,agent,statement,6e38Zdt6,,45qo3Fj3||,
statements,agent,statement,,,||,
statements,agent,statement,,,||,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,NgFpoygv,scholar,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,,,,
statements,role,item,,,,
statements,place,item,Ba3nT5xs,Antwerp,,
statements,place,item,nkxLRFG5,Mainz,,
statements,place,item,,,,
statements,place,item,,,,
resources,thumb,image,KCA-TP140299.gif,,,../assets/images/thumbs/
