category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,"Sonate : n° 7 f moll: für Orgel, op. 127",,,
metadata,description,string,,,,
metadata,id,id,TNm8KS5J,,,
metadata,nodegoat_id,id,16004129,,,
metadata,FAAM manifestation ID,id,KCA-030904127930,,,
metadata,call number,string,MM-TO-RHEIN-sonat7-1,,,
metadata,score format,item,mrQyCLJX,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,J6ERsasy,metronome mark,,
statements,editorial annotation,item,WT9AcUBt,tempo,,
statements,editorial annotation,item,eviEKifd,dynamic,,
statements,editorial annotation,item,WuWcWk4u,ritenuto,,
statements,handwritten annotation,item,6cyBEJLr,fingering,,
statements,handwritten annotation,item,bZxRjBKt,brackets,,
statements,handwritten annotation,item,VMA2AmEN,performance practice,,
statements,handwritten annotation,item,XutP4SZN,chronometry,,
statements,handwritten annotation,item,Wpq9sxzm,solmization,,
statements,handwritten annotation,item,AeKhRWCB,,,
statements,handwritten annotation,item,BarxiZYR,organ stop,,
statements,handwritten annotation,item,UDva945b,crescendo,,
statements,handwritten annotation,item,8Ki8U5U4,underline,,
statements,handwritten annotation,item,YWfofDz3,,,
statements,handwritten annotation,item,5fpte3tE,,,
statements,handwritten annotation,item,iWuVLJam,,,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,,
statements,related item,item,,,,
statements,related item,item,XutP4SZN,chronometry,,
statements,keyword,item,E2chmtzQ,sonata,,
statements,keyword,item,A85JP7AT,organ music,,
statements,instrumentation,item,RXg4snEH,organ,,
statements,musical work,item,DMkMcXL8,,,
statements,agent,statement,oJV7Jiqq,,GBgJfRbK|GKcJxAtt|,
statements,agent,statement,3NyookEG,,GoiPpGap||,
statements,agent,statement,4mYssfUB,,fkHJwpoD||,
statements,agent,statement,,,||,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,GoiPpGap,performing artist,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,,,,
statements,place,item,GKcJxAtt,Leipzig,,
statements,place,item,,,,
statements,place,item,,,,
resources,thumb,image,KCA-030904127930.gif,,,../assets/images/thumbs/
