category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Koninklijke Maatschappij van Dierkunde van Antwerpen. Symphonisch Concerten (1897),,,
metadata,description,string,,,,
metadata,id,id,XKz3eNoa,,,
metadata,nodegoat_id,id,16005790,,,
metadata,FAAM manifestation ID,id,KCA-030901108859_1897,,,
metadata,call number,string,MM-PROG-DIER-antwerp-26,,,
metadata,score format,item,YgK4PJwk,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,1897,,,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,,
statements,related item,item,,,,
statements,keyword,item,hCL8ZYQY,symphonic music,,
statements,keyword,item,VYUdXqyx,booklet,,
statements,agent,statement,GxwNM6Ja,,2ZAuwsSp||,
statements,agent,statement,NaVsGiXL,,GBgJfRbK|Ba3nT5xs|1897,
statements,role,item,2ZAuwsSp,conductor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,place,item,Ba3nT5xs,Antwerp,,
resources,thumb,image,KCA-030901108859_1897.gif,,,../assets/images/thumbs/
