category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Recueil d'Exercices pour la vocalisation musicale avec un discours préliminaire par Jérôme Crescentini,,,
metadata,description,string,,,,
metadata,id,id,HQnW8wKk,,,
metadata,nodegoat_id,id,16005721,,,
metadata,FAAM manifestation ID,id,BNF-14784000j,,,
metadata,call number,string,VM8 A-79,,,
metadata,score format,item,ifXZogMQ,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,,,,
statements,date,date,,,,
statements,provenance,item,Y7xwGJo8,Bibliothèque nationale de France,,
statements,related item,item,,,,
statements,keyword,item,Vm5DPnGE,vocal pedagogy,,
statements,keyword,item,9farY66Z,music education,,
statements,instrumentation,item,KJkThvsq,voice,,
statements,instrumentation,item,GoXpNrsh,piano,,
statements,agent,statement,hVCbmjig,,fkHJwpoD||,
statements,agent,statement,BeBaHHyP,,GBgJfRbK|GDeKaNeC|,
statements,agent,statement,,,||,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,,,,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,,
statements,place,item,,,,
resources,thumb,image,BNF-14784000j.gif,,,../assets/images/thumbs/
