category,faam_property,type,value,base_url,label
metadata,label,string,Benoît Pollet,,
metadata,label,string,Benoît Pollet,,
metadata,description,string,,,
metadata,description,string,French composer,,
metadata,id,id,kRrzjGzx,,
metadata,nodegoat_id,id,16005747,,
metadata,aliases,string,Benoit Pollet,,
metadata,aliases,string,Benoît Pollet,,
metadata,qid,externalid,Q2896623,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,4879265,https://viaf.org/viaf/,
statements,IMSLP ID,externalid,"Category:Pollet,_Benoît",https://imslp.org/wiki/,
statements,date of birth,date,1753-01-01,,
statements,date of death,date,1823-04-16,,
statements,type,item,ZwquHrbe,,human
statements,type,item,2fXfbLCV,,music publishing company
statements,role,item,GBgJfRbK,,publishing company
statements,related to,item,HwcYgL5C,,salon music
statements,related to,item,MaWnCnVw,,arrangement
statements,occupation,item,KZLqHwSf,,composer
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,Eqo9Fq2n,,France
statements,place of birth,item,Xg8mPJUq,,
statements,place of death,item,NTVdRo4W,,
statements,instrument,item,aQgptH4L,,harp
resources,image,image,,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/,
