category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,"L'Angelus : Fantaisie : pour La Flûte avec Accompagnement de deux Violons, Alto, Basse, deux Clarinettes, deux Cors obligés et deux Bassons, (ou du Piano Forte) : Op. 46.",,,
metadata,description,string,,,,
metadata,id,id,Aeb2iAaE,,,
metadata,nodegoat_id,id,15992781,,,
metadata,FAAM manifestation ID,id,KCG-000370115,,,
metadata,call number,string,DS4645,,,
metadata,score format,item,ktjyHrtb,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,YRq3pSH7,cadenza,,
statements,editorial annotation,item,d2uUDsVY,variation,,
statements,provenance,item,hQcqj8e8,Royal Conservatory of Ghent,,
statements,related item,item,,,,
statements,keyword,item,NjSVdz7G,romance,,
statements,keyword,item,Z2VUu6Sy,virtuoso,,
statements,keyword,item,Hrif6Qxb,solo,,
statements,keyword,item,eUhHdQXj,cadenza,,
statements,instrumentation,item,GoXpNrsh,piano,,
statements,instrumentation,item,MV3uErvy,flute,,
statements,musical work,item,SKKposdf,L'Angelus Op. 46,,
statements,agent,statement,XV4xVK7r,,GBgJfRbK|kZiDQ3Aw|,
statements,agent,statement,NCUrhkez,,fkHJwpoD||,
statements,agent,statement,,,||,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,,,,
statements,place,item,kZiDQ3Aw,Bonn,,
statements,place,item,,,,
resources,thumb,image,KCG-000370115.gif,,,../assets/images/thumbs/
