category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Audi Filia. Motet à 4 voix mixtes pour la fête d'une vierge.,,,
metadata,description,string,,,,
metadata,id,id,BAd8Cnc9,,,
metadata,nodegoat_id,id,16005688,,,
metadata,FAAM manifestation ID,id,DPF-202502037,,,
metadata,call number,string,ms-1897-01,,,
metadata,score format,item,ktjyHrtb,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,note,html,"Supplément à la Musica Sacra, 1897-1898 No. 1.",,,
statements,date,date,1897,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,WT9AcUBt,tempo,,
statements,editorial annotation,item,RePdmToB,breath mark,,
statements,editorial annotation,item,UDva945b,crescendo,,
statements,editorial annotation,item,e9t5BdLA,decrescendo,,
statements,editorial annotation,item,eviEKifd,dynamic,,
statements,editorial annotation,item,ULbwT6u4,dolce,,
statements,editorial annotation,item,fPsPgkcQ,cantabile,,
statements,editorial annotation,item,MCVLnYka,,,
statements,editorial annotation,item,9dz9ydpz,legato,,
statements,editorial annotation,item,c5cZmF37,decrescendo,,
statements,handwritten annotation,item,jCuFYGDc,ink stamp,,
statements,provenance,item,T7T22EAb,private collection,,
statements,related item,item,,,,
statements,keyword,item,7U54uqaV,period composition,,
statements,keyword,item,jTMjFsDj,Cecilian Movement,,
statements,keyword,item,eCYL2PkE,liturgical music,,
statements,keyword,item,Z5LXHFLR,motet,,
statements,instrumentation,item,5yLc7bQJ,choir,,
statements,instrumentation,item,KJkThvsq,voice,,
statements,instrumentation,item,RXg4snEH,organ,,
statements,agent,statement,kpFs3SNX,,fkHJwpoD||,
statements,agent,statement,ABZnoc4f,,GBgJfRbK|PKMmukjk|1897,
statements,agent,statement,CbtAbQDg,,NgFpoygv||,
statements,agent,statement,mVxsH3Ph,,GBgJfRbK|PKMmukjk|,
statements,agent,statement,mVxsH3Ph,,GBgJfRbK|PKMmukjk|,
statements,agent,statement,mVxsH3Ph,,GBgJfRbK|PKMmukjk|,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,NgFpoygv,scholar,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,GBgJfRbK,publishing company,,
statements,place,item,PKMmukjk,Bruges,,
statements,place,item,PKMmukjk,Bruges,,
statements,place,item,PKMmukjk,Bruges,,
statements,place,item,PKMmukjk,Bruges,,
resources,thumb,image,DPF-202502037.gif,,,../assets/images/thumbs/
