category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,"L'Organiste, journal d'orgue expressif, mélodium ou harmonium",,,
metadata,description,string,,,,
metadata,id,id,Pig4vUGY,,,
metadata,nodegoat_id,id,16004273,,,
metadata,FAAM manifestation ID,id,BNF-42878882w,,,
metadata,call number,string,VM7-2332,,,
metadata,score format,item,ifXZogMQ,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,,,,
statements,date,date,,,,
statements,provenance,item,Y7xwGJo8,Bibliothèque nationale de France,,
statements,related item,item,,,,
statements,keyword,item,FSduWvy5,early music,,
statements,keyword,item,A85JP7AT,organ music,,
statements,instrumentation,item,RXg4snEH,organ,,
statements,agent,statement,,,GBgJfRbK||,
statements,agent,statement,,,||,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,,,,
statements,place,item,,,,
statements,place,item,,,,
resources,thumb,image,BNF-42878882w.gif,,,../assets/images/thumbs/
