category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Drittes Concert : (in G moll) für Pianoforte und Orchester : Opus 58,,,
metadata,description,string,,,,
metadata,id,id,42kXS8gZ,,,
metadata,nodegoat_id,id,15992617,,,
metadata,FAAM manifestation ID,id,KCG-000740541,,,
metadata,call number,string,A-224,,,
metadata,score format,item,ktjyHrtb,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,J6ERsasy,metronome mark,,
statements,editorial annotation,item,Rg6UtZ34,,,
statements,editorial annotation,item,MCVLnYka,,,
statements,editorial annotation,item,gSHSbZQr,,,
statements,editorial annotation,item,AeKhRWCB,,,
statements,handwritten annotation,item,5fpte3tE,,,
statements,handwritten annotation,item,jCuFYGDc,ink stamp,,
statements,handwritten annotation,item,B7WuhvkL,fermata,,
statements,handwritten annotation,item,eviEKifd,dynamic,,
statements,handwritten annotation,item,WuWcWk4u,ritenuto,,
statements,handwritten annotation,item,AeKhRWCB,,,
statements,handwritten annotation,item,gSHSbZQr,,,
statements,provenance,item,hQcqj8e8,Royal Conservatory of Ghent,,
statements,related item,item,,,,
statements,keyword,item,65rhe5Po,concerto,,
statements,keyword,item,e6nLCMMw,piano concerto,,
statements,instrumentation,item,GoXpNrsh,piano,,
statements,instrumentation,item,g7hgtzmM,orchestra,,
statements,musical work,item,i9T29opu,Q21045477,,
statements,agent,statement,6JGVpMmj,,fkHJwpoD||,
statements,agent,statement,3NyookEG,,2ZAuwsSp|8LdweD7c|,
statements,agent,statement,Ndj4qzPR,,GBgJfRbK|GKcJxAtt|,
statements,agent,statement,dqzZNPaF,,NgFpoygv|8LdweD7c|,
statements,agent,statement,dqzZNPaF,,NgFpoygv|8LdweD7c|,
statements,agent,statement,dqzZNPaF,,NgFpoygv|8LdweD7c|,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,2ZAuwsSp,conductor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,NgFpoygv,scholar,,
statements,role,item,NgFpoygv,scholar,,
statements,role,item,NgFpoygv,scholar,,
statements,place,item,8LdweD7c,Ghent,,
statements,place,item,GKcJxAtt,Leipzig,,
statements,place,item,8LdweD7c,Ghent,,
statements,place,item,8LdweD7c,Ghent,,
statements,place,item,8LdweD7c,Ghent,,
resources,thumb,image,KCG-000740541.gif,,,../assets/images/thumbs/
