category,faam_property,type,value,base_url,label
metadata,label,string,Joseph Tilborghs,,
metadata,label,string,Joseph Tilborghs,,
metadata,description,string,,,
metadata,description,string,Belgian composer (1830-1910),,
metadata,id,id,PrefYzTr,,
metadata,nodegoat_id,id,15995690,,
metadata,aliases,string,Jozef Tilborghs,,
metadata,aliases,string,Joseph Tilborghs,,
metadata,qid,externalid,Q47523340,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,11148120738894791974,https://viaf.org/viaf/,
statements,date of birth,date,1830-09-28,,
statements,date of death,date,1910-02-27,,
statements,type,item,ZwquHrbe,,human
statements,occupation,item,KZLqHwSf,,composer
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,QbfXawnE,,Belgium
statements,influenced by,item,4tDcUzEt,,François-Joseph Fétis
resources,image,image,,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/,
