category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Nocturne : pour piano,,,
metadata,description,string,,,,
metadata,id,id,3fvsLZj8,,,
metadata,nodegoat_id,id,15992394,,,
metadata,FAAM manifestation ID,id,KCA-030904711626,,,
metadata,call number,string,MM-TP-GILSO-noctu-1,,,
metadata,score format,item,mrQyCLJX,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,18-01-1923,,,
statements,date,date,22-03-1944,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,Vk2JQSuo,ad libitum,,
statements,editorial annotation,item,J6ERsasy,metronome mark,,
statements,editorial annotation,item,NsEoE4RP,musical expression,,
statements,editorial annotation,item,Di2mC26w,engage pedal,,
statements,editorial annotation,item,byLEfakR,marcato,,
statements,editorial annotation,item,KTdA5xD8,,,
statements,editorial annotation,item,Rg6UtZ34,,,
statements,handwritten annotation,item,bZxRjBKt,brackets,,
statements,handwritten annotation,item,WtvibJFF,accent,,
statements,handwritten annotation,item,RePdmToB,breath mark,,
statements,handwritten annotation,item,6cyBEJLr,fingering,,
statements,handwritten annotation,item,AeKhRWCB,,,
statements,handwritten annotation,item,SnxsnGvi,,,
statements,handwritten annotation,item,aCRY7SgN,accidental,,
statements,handwritten annotation,item,eviEKifd,dynamic,,
statements,handwritten annotation,item,VMA2AmEN,performance practice,,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,,
statements,related item,item,nkMiKVJu,,,
statements,related item,item,ANJ4ZHsP,,,
statements,related item,item,XutP4SZN,chronometry,,
statements,related item,item,EgH6igGS,signature,,
statements,related item,item,DS9HvPwY,point in time,,
statements,keyword,item,TF4BzPKq,nocturne,,
statements,instrumentation,item,GoXpNrsh,piano,,
statements,agent,statement,3qSRoQhb,,fkHJwpoD||,
statements,agent,statement,3NyookEG,,NgFpoygv||18-01-1923,
statements,agent,statement,3NyookEG,,GoiPpGap||22-03-1944,
statements,agent,statement,b4N9xf7f,,GBgJfRbK|9k2MygHr|,
statements,agent,statement,,,||,
statements,agent,statement,,,||,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,NgFpoygv,scholar,,
statements,role,item,GoiPpGap,performing artist,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,,,,
statements,role,item,,,,
statements,place,item,9k2MygHr,City of Brussels,,
statements,place,item,,,,
statements,place,item,,,,
statements,place,item,,,,
resources,thumb,image,KCA-030904711626.gif,,,../assets/images/thumbs/
