category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,"Confidences, Valse pour Piano",,,
metadata,description,string,,,,
metadata,id,id,B4CnaNdG,,,
metadata,nodegoat_id,id,16005377,,,
metadata,FAAM manifestation ID,id,ORP-20143703p18,,,
metadata,call number,string,KTS1 H.11.map.003,,,
metadata,score format,item,mrQyCLJX,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,,,,
statements,provenance,item,TrYWxDhL,Orpheus Institute,,
statements,related item,item,,,,
statements,keyword,item,RHxmTGG2,dance music,,
statements,instrumentation,item,GoXpNrsh,piano,,
statements,agent,statement,,,||,
statements,role,item,fkHJwpoD,composer,,
statements,place,item,,,,
resources,thumb,image,ORP-20143703p18.gif,,,../assets/images/thumbs/
