category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Nocturne : pour piano,,,
metadata,description,string,,,,
metadata,id,id,nkMiKVJu,,,
metadata,nodegoat_id,id,15992392,,,
metadata,FAAM manifestation ID,id,KCA-030901436383,,,
metadata,call number,string,MM-TP-GILSO-noctu-1,,,
metadata,score format,item,mrQyCLJX,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,22-03-1944,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,J6ERsasy,metronome mark,,
statements,editorial annotation,item,NsEoE4RP,musical expression,,
statements,editorial annotation,item,Di2mC26w,engage pedal,,
statements,editorial annotation,item,byLEfakR,marcato,,
statements,editorial annotation,item,KTdA5xD8,,,
statements,editorial annotation,item,Rg6UtZ34,,,
statements,handwritten annotation,item,jCuFYGDc,ink stamp,,
statements,handwritten annotation,item,DS9HvPwY,point in time,,
statements,handwritten annotation,item,NsEoE4RP,musical expression,,
statements,handwritten annotation,item,VMA2AmEN,performance practice,,
statements,handwritten annotation,item,bZxRjBKt,brackets,,
statements,handwritten annotation,item,RePdmToB,breath mark,,
statements,handwritten annotation,item,6cyBEJLr,fingering,,
statements,handwritten annotation,item,5fpte3tE,,,
statements,handwritten annotation,item,aCRY7SgN,accidental,,
statements,handwritten annotation,item,3ts8CrNB,musical phrasing,,
statements,handwritten annotation,item,UDva945b,crescendo,,
statements,handwritten annotation,item,SnxsnGvi,,,
statements,handwritten annotation,item,WtvibJFF,accent,,
statements,handwritten annotation,item,8Ki8U5U4,underline,,
statements,handwritten annotation,item,F4ZEniBQ,clef,,
statements,handwritten annotation,item,XutP4SZN,chronometry,,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,,
statements,related item,item,XutP4SZN,chronometry,,
statements,related item,item,DS9HvPwY,point in time,,
statements,keyword,item,TF4BzPKq,nocturne,,
statements,instrumentation,item,GoXpNrsh,piano,,
statements,agent,statement,3qSRoQhb,,fkHJwpoD||,
statements,agent,statement,3NyookEG,,GoiPpGap||22-03-1944,
statements,agent,statement,DX3PadSf,,GBgJfRbK|9k2MygHr|,
statements,agent,statement,,,||,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GoiPpGap,performing artist,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,,,,
statements,place,item,9k2MygHr,City of Brussels,,
statements,place,item,,,,
statements,place,item,,,,
resources,thumb,image,KCA-030901436383.gif,,,../assets/images/thumbs/
