category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Vole Vite,,,
metadata,description,string,,,,
metadata,id,id,R7n2WGuQ,,,
metadata,nodegoat_id,id,16005403,,,
metadata,FAAM manifestation ID,id,ORP-20143702p21,,,
metadata,call number,string,KTS1 H.11.map.004,,,
metadata,score format,item,mrQyCLJX,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,01-1857,,,
statements,provenance,item,TrYWxDhL,Orpheus Institute,,
statements,related item,item,,,,
statements,keyword,item,RHxmTGG2,dance music,,
statements,instrumentation,item,GoXpNrsh,piano,,
statements,agent,statement,A9P3uLNx,,fkHJwpoD||,
statements,agent,statement,PZe8c2A5,,GBgJfRbK|GDeKaNeC|01-1857,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,,
resources,thumb,image,ORP-20143702p21.gif,,,../assets/images/thumbs/
