category,faam_property,type,value,base_url,label
metadata,label,string,Ethelbert Nevin,,
metadata,label,string,Ethelbert Nevin,,
metadata,description,string,,,
metadata,description,string,American pianist and composer (1862-1901),,
metadata,id,id,nb97aSrc,,
metadata,nodegoat_id,id,16005305,,
metadata,aliases,string,Ethelbert Woodbridge Nevin,,
metadata,aliases,string,Ethelbert Nevin,,
metadata,qid,externalid,Q1271100,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,79167354,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30024121,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Nevin,_Ethelbert",https://imslp.org/wiki/,
statements,date of birth,date,1862-11-25,,
statements,date of death,date,1901-02-17,,
statements,type,item,ZwquHrbe,,human
statements,occupation,item,RHfvaKqY,,pianist
statements,occupation,item,KZLqHwSf,,composer
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,LbfJnd9y,,United States
statements,place of birth,item,4umM5pPw,,
statements,place of death,item,CRcdXb7u,,
statements,instrument,item,GoXpNrsh,,piano
statements,influenced by,item,eukMENJn,,
statements,educated at,item,SUrKX9aP,,
resources,image,image,Ethelbert_Nevin_in_high_collar.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/,
resources,image,image,Ethelbert_Nevin_at_his_desk.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/,
