category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,"Recueil des morceaux de musique ancienne. [onzième volume] [Música notada] :exécutés aux concerts de la Société de Musique vocale religieuse et classique, fondée à Paris en 1843 sous le patronage des Mesdames la Mle. Duchesse d'Albufera ... et sous la direction de M. Le Prince de la Moskova",,,
metadata,description,string,,,,
metadata,id,id,5TSZy8Qa,,,
metadata,nodegoat_id,id,16004036,,,
metadata,FAAM manifestation ID,id,BNE-bdh0000161254,,,
metadata,call number,string,M/1035,,,
metadata,score format,item,ktjyHrtb,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,1843,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,eviEKifd,dynamic,,
statements,editorial annotation,item,UDva945b,crescendo,,
statements,editorial annotation,item,e9t5BdLA,decrescendo,,
statements,editorial annotation,item,c5cZmF37,decrescendo,,
statements,editorial annotation,item,WtvibJFF,accent,,
statements,editorial annotation,item,iWuVLJam,,,
statements,editorial annotation,item,B7WuhvkL,fermata,,
statements,provenance,item,2M4g9hQk,Biblioteca Nacional de España,,
statements,related item,item,,,,
statements,related item,item,aAY2Vr4R,Antonio Lotti,,
statements,related item,item,ZP69BbYP,Andrea Gabrieli,,
statements,related item,item,7iHH9CTg,Giacomo Carissimi,,
statements,related item,item,nmSBKmSb,Orlando Gibbons,,
statements,related item,item,cLYyHeAD,Jean Maillard,,
statements,related item,item,DYWr3QUf,,,
statements,related item,item,DhA9KHSD,,,
statements,related item,item,ihG7CKMM,,,
statements,related item,item,2Q7jvJsk,,,
statements,keyword,item,eCYL2PkE,liturgical music,,
statements,keyword,item,FSduWvy5,early music,,
statements,keyword,item,MEjPi9ot,choral music,,
statements,keyword,item,Z5LXHFLR,motet,,
statements,keyword,item,jTMjFsDj,Cecilian Movement,,
statements,instrumentation,item,5yLc7bQJ,choir,,
statements,instrumentation,item,KJkThvsq,voice,,
statements,agent,statement,CJgFHXHi,,GBgJfRbK|GDeKaNeC|1843,
statements,agent,statement,D5Ci6WoP,,fkHJwpoD||,
statements,agent,statement,cLYyHeAD,,fkHJwpoD||,
statements,agent,statement,ZP69BbYP,,fkHJwpoD||,
statements,agent,statement,nmSBKmSb,,fkHJwpoD||,
statements,agent,statement,7iHH9CTg,,fkHJwpoD||,
statements,agent,statement,aAY2Vr4R,,fkHJwpoD||,
statements,agent,statement,iefXByah,,fkHJwpoD||,
statements,agent,statement,,,||,
statements,agent,statement,,,||,
statements,agent,statement,,,||,
statements,agent,statement,,,||,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,,,,
statements,role,item,,,,
statements,role,item,,,,
statements,role,item,,,,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,,
statements,place,item,,,,
statements,place,item,,,,
statements,place,item,,,,
statements,place,item,,,,
statements,place,item,,,,
statements,place,item,,,,
statements,place,item,,,,
statements,place,item,,,,
resources,thumb,image,BNE-bdh0000161254.gif,,,../assets/images/thumbs/
