category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Fantaisie Pour Piano et Cor : Sur l'Air Ecossair ; Intercalé dans la dame blanche ; Dédiée à Mademoiselle Cæli Lainé,,,
metadata,description,string,,,,
metadata,id,id,hJVDTn96,,,
metadata,nodegoat_id,id,15992748,,,
metadata,FAAM manifestation ID,id,KCG-000749978,,,
metadata,call number,string,V-B-00439(1)-HA,,,
metadata,score format,item,ktjyHrtb,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,YRq3pSH7,cadenza,,
statements,editorial annotation,item,Di2mC26w,engage pedal,,
statements,editorial annotation,item,NFazQXR2,release pedal,,
statements,editorial annotation,item,YCgBhPNn,octave sign,,
statements,editorial annotation,item,gSHSbZQr,,,
statements,provenance,item,hQcqj8e8,Royal Conservatory of Ghent,,
statements,related item,item,,,,
statements,keyword,item,MaWnCnVw,arrangement,,
statements,keyword,item,hxYumS2J,opera,,
statements,keyword,item,RHxmTGG2,dance music,,
statements,keyword,item,Hrif6Qxb,solo,,
statements,keyword,item,HwcYgL5C,salon music,,
statements,instrumentation,item,MV3uErvy,flute,,
statements,instrumentation,item,GoXpNrsh,piano,,
statements,musical work,item,TMtExP5z,La dame blanche,,
statements,agent,statement,X9NNUUiE,,GBgJfRbK|GDeKaNeC|,
statements,agent,statement,3B7D94aX,,fkHJwpoD||,
statements,agent,statement,,,||,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,,,,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,,
statements,place,item,,,,
resources,thumb,image,KCG-000749978.gif,,,../assets/images/thumbs/
