category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Sonate n° 13 (allemande) / Domenico Scarlatti...,,,
metadata,description,string,,,,
metadata,id,id,UMMV7X7N,,,
metadata,nodegoat_id,id,16004009,,,
metadata,FAAM manifestation ID,id,BNF-43257906h,,,
metadata,call number,string,FOL-VM-1 (7),,,
metadata,score format,item,mrQyCLJX,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,WT9AcUBt,tempo,,
statements,editorial annotation,item,WtvibJFF,accent,,
statements,editorial annotation,item,9dz9ydpz,legato,,
statements,editorial annotation,item,CPJ2a2C2,articulation,,
statements,editorial annotation,item,e9t5BdLA,decrescendo,,
statements,editorial annotation,item,UDva945b,crescendo,,
statements,editorial annotation,item,eviEKifd,dynamic,,
statements,editorial annotation,item,MCVLnYka,,,
statements,editorial annotation,item,A4NPbBsi,ornament,,
statements,provenance,item,Y7xwGJo8,Bibliothèque nationale de France,,
statements,related item,item,,,,
statements,keyword,item,E2chmtzQ,sonata,,
statements,keyword,item,FSduWvy5,early music,,
statements,instrumentation,item,GoXpNrsh,piano,,
statements,musical work,item,QzPdUysj,Sonata K. 13,,
statements,agent,statement,Na5pMDjZ,,fkHJwpoD||,
statements,agent,statement,mc2UEWpA,,45qo3Fj3||,
statements,agent,statement,miDpPEFC,,GBgJfRbK||,
statements,agent,statement,,,||,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,,,,
statements,place,item,,,,
statements,place,item,,,,
statements,place,item,,,,
resources,thumb,image,BNF-43257906h.gif,,,../assets/images/thumbs/
