category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,"Variations sur les ""Folies d'Espagne"", op. 45",,,
metadata,description,string,,,,
metadata,id,id,VAv8Lhxt,,,
metadata,nodegoat_id,id,15992527,,,
metadata,FAAM manifestation ID,id,KCA-030904176952,,,
metadata,call number,string,UM-TGI-GIULI-varia45-1,,,
metadata,score format,item,g5WgfTuF,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,1976,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,6cyBEJLr,fingering,,
statements,editorial annotation,item,XutP4SZN,chronometry,,
statements,editorial annotation,item,euCa8A2S,string,,
statements,editorial annotation,item,LiFYdNgN,comparative study,,
statements,editorial annotation,item,UfinksVv,ossia,,
statements,handwritten annotation,item,jCuFYGDc,ink stamp,,
statements,handwritten annotation,item,6cyBEJLr,fingering,,
statements,handwritten annotation,item,kmMxdth8,,,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,,
statements,related item,item,,,,
statements,keyword,item,mWJuSmyV,guitar music,,
statements,keyword,item,U5dHgcL4,theme and variation,,
statements,keyword,item,Zv3DsXnp,folia,,
statements,instrumentation,item,2pgcwfpN,classical guitar,,
statements,agent,statement,nkqN8W6g,,fkHJwpoD||,
statements,agent,statement,fx3eWedX,,45qo3Fj3||,
statements,agent,statement,3NyookEG,,GoiPpGap||,
statements,agent,statement,EjCZCpgM,,GBgJfRbK|GDeKaNeC|1976,
statements,agent,statement,,,||,
statements,agent,statement,,,||,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GoiPpGap,performing artist,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,,,,
statements,role,item,,,,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,,
statements,place,item,,,,
statements,place,item,,,,
statements,place,item,,,,
resources,thumb,image,KCA-030904176952.gif,,,../assets/images/thumbs/
