category,faam_property,type,value,base_url,label
metadata,label,string,,,
metadata,label,string,Edmond Waucampt,,
metadata,description,string,,,
metadata,id,id,FAw6D4q4,,
metadata,nodegoat_id,id,16005774,,
metadata,qid,externalid,Q110222845,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,18159154320611992878,https://viaf.org/viaf/,
statements,IMSLP ID,externalid,"Category:Waucampt,_Edmond",https://imslp.org/wiki/,
statements,date of birth,date,1850-04-22,,
statements,date of birth,date,1850-01-01,,
statements,date of death,date,1911-08-10,,
statements,date of death,date,1911-00-00,,
statements,type,item,ZwquHrbe,,human
statements,role,item,fkHJwpoD,,composer
statements,related to,item,jTMjFsDj,,Cecilian Movement
statements,occupation,item,KZLqHwSf,,composer
statements,sex or gender,item,VAnkqco6,,male
resources,image,image,,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/,
