category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Livre des motets (3e année),,,
metadata,description,string,,,,
metadata,id,id,6jr5VJqx,,,
metadata,nodegoat_id,id,16002801,,,
metadata,FAAM manifestation ID,id,KCA-KV105371,,,
metadata,call number,string,KV,,,
metadata,score format,item,ktjyHrtb,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,note,html,Musical Works metadata incomplete.,,,
statements,date,date,1895,,,
statements,date,date,1895,,,
statements,date,date,1895,,,
statements,date,date,1895,,,
statements,date,date,1895,,,
statements,date,date,1895,,,
statements,date,date,1895,,,
statements,date,date,1895,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,WT9AcUBt,tempo,,
statements,editorial annotation,item,CPJ2a2C2,articulation,,
statements,editorial annotation,item,eviEKifd,dynamic,,
statements,editorial annotation,item,aCRY7SgN,accidental,,
statements,editorial annotation,item,CVNQjFrR,colla parte,,
statements,editorial annotation,item,UDva945b,crescendo,,
statements,editorial annotation,item,e9t5BdLA,decrescendo,,
statements,editorial annotation,item,9dz9ydpz,legato,,
statements,editorial annotation,item,NsEoE4RP,musical expression,,
statements,editorial annotation,item,bsgSL8K5,,,
statements,editorial annotation,item,RePdmToB,breath mark,,
statements,editorial annotation,item,iWuVLJam,,,
statements,editorial annotation,item,WuWcWk4u,ritenuto,,
statements,editorial annotation,item,ZGMagNYo,transposition,,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,,
statements,related item,item,,,,
statements,keyword,item,jTMjFsDj,Cecilian Movement,,
statements,keyword,item,MEjPi9ot,choral music,,
statements,keyword,item,eCYL2PkE,liturgical music,,
statements,keyword,item,FSduWvy5,early music,,
statements,keyword,item,2FQ4SCuS,polyphony,,
statements,instrumentation,item,5yLc7bQJ,choir,,
statements,instrumentation,item,RXg4snEH,organ,,
statements,instrumentation,item,GoXpNrsh,piano,,
statements,musical work,item,hRPSDwp5,,,
statements,musical work,item,nzVm5G8S,,,
statements,musical work,item,47WVFYdd,,,
statements,musical work,item,ZgjvNdi5,,,
statements,musical work,item,UFJQhoqc,Miserere,,
statements,musical work,item,4obmxPZr,,,
statements,musical work,item,khXs3S7H,,,
statements,musical work,item,nkGN3PLJ,,,
statements,agent,statement,Bo8nHD3v,,GBgJfRbK|GDeKaNeC|1895,
statements,agent,statement,6ng5YJy5,,45qo3Fj3|GDeKaNeC|,
statements,agent,statement,Bo8nHD3v,,GBgJfRbK|GDeKaNeC|1895,
statements,agent,statement,6ng5YJy5,,45qo3Fj3|GDeKaNeC|,
statements,agent,statement,Bo8nHD3v,,GBgJfRbK|GDeKaNeC|1895,
statements,agent,statement,6ng5YJy5,,45qo3Fj3|GDeKaNeC|,
statements,agent,statement,Bo8nHD3v,,GBgJfRbK|GDeKaNeC|1895,
statements,agent,statement,6ng5YJy5,,45qo3Fj3|GDeKaNeC|,
statements,agent,statement,Bo8nHD3v,,GBgJfRbK|GDeKaNeC|1895,
statements,agent,statement,6ng5YJy5,,45qo3Fj3|GDeKaNeC|,
statements,agent,statement,Bo8nHD3v,,GBgJfRbK|GDeKaNeC|1895,
statements,agent,statement,6ng5YJy5,,45qo3Fj3|GDeKaNeC|,
statements,agent,statement,Bo8nHD3v,,GBgJfRbK|GDeKaNeC|1895,
statements,agent,statement,6ng5YJy5,,45qo3Fj3|GDeKaNeC|,
statements,agent,statement,Bo8nHD3v,,GBgJfRbK|GDeKaNeC|1895,
statements,agent,statement,6ng5YJy5,,45qo3Fj3|GDeKaNeC|,
statements,agent,statement,,,||,
statements,agent,statement,,,||,
statements,agent,statement,,,||,
statements,agent,statement,,,||,
statements,agent,statement,,,||,
statements,agent,statement,,,||,
statements,agent,statement,,,||,
statements,agent,statement,,,||,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,,,,
statements,role,item,,,,
statements,role,item,,,,
statements,role,item,,,,
statements,role,item,,,,
statements,role,item,,,,
statements,role,item,,,,
statements,role,item,,,,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,,
