category,faam_property,type,value,base_url,label
metadata,label,string,Nikolaus Harnoncourt,,
metadata,label,string,Nikolaus Harnoncourt,,
metadata,description,string,,,
metadata,description,string,Austrian conductor (1929–2016),,
metadata,id,id,hj8ofvpp,,
metadata,nodegoat_id,id,15995793,,
metadata,aliases,string,Count Johann Nikolaus de la Fontaine und d'Harnoncourt-Unverzagt,,
metadata,aliases,string,Johann Nikolaus Harnoncourt,,
metadata,aliases,string,Nikolaus Harnoncourt,,
metadata,qid,externalid,Q78526,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,42025397,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30029737,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Harnoncourt,_Nikolaus",https://imslp.org/wiki/,
statements,date of birth,date,1929-12-06,,
statements,date of death,date,2016-03-05,,
statements,type,item,ZwquHrbe,,human
statements,occupation,item,2KT5AU2p,,conductor
statements,occupation,item,iTUB2E3m,,choir director
statements,occupation,item,j43KYCez,,viol player
statements,occupation,item,dg4VBYfA,,cellist
statements,occupation,item,KZLqHwSf,,composer
statements,occupation,item,YYyZX3aY,,musicologist
statements,occupation,item,ATuDQeEo,,actor
statements,occupation,item,6XD3homi,,music educator
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,kyFWDzyM,,Austria
statements,place of birth,item,Km6ATdgQ,,Berlin
statements,place of death,item,RFcC5hJu,,
statements,instrument,item,4oyT6BBG,,cello
statements,instrument,item,DWGWtf7J,,viol
statements,influenced by,item,23yUZsGH,,
statements,influenced by,item,KVCjhgAT,,
statements,educated at,item,hn6sVeFM,,University of Music and Performing Arts Vienna
statements,employer,item,7n8LGkCJ,,Mozarteum University Salzburg
resources,image,image,Nikolaus_Harnoncourt_(1980).jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/,
