category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,L'emploi de ma journée,,,
metadata,description,string,,,,
metadata,id,id,JkxXKfb6,,,
metadata,nodegoat_id,id,16005407,,,
metadata,FAAM manifestation ID,id,ORP-20143702p25,,,
metadata,call number,string,KTS1 H.11.map.004,,,
metadata,score format,item,ktjyHrtb,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,,,,
statements,provenance,item,TrYWxDhL,Orpheus Institute,,
statements,related item,item,,,,
statements,keyword,item,HwinuQRS,song,,
statements,instrumentation,item,GoXpNrsh,piano,,
statements,instrumentation,item,KJkThvsq,voice,,
statements,agent,statement,RbWwE5fT,,fkHJwpoD||,
statements,agent,statement,gjG8DbaX,,GBgJfRbK|9k2MygHr|,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,place,item,9k2MygHr,City of Brussels,,
resources,thumb,image,ORP-20143702p25.gif,,,../assets/images/thumbs/
