category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Der Golem: Musikdrama in drei Akten,,,
metadata,description,string,,,,
metadata,id,id,oSpWQrLz,,,
metadata,nodegoat_id,id,15992542,,,
metadata,FAAM manifestation ID,id,KCA-030901706215,,,
metadata,call number,string,UM-ZP-DALBE-golem-1,,,
metadata,score format,item,ktjyHrtb,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,1926,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,6cyBEJLr,fingering,,
statements,editorial annotation,item,bsgSL8K5,,,
statements,editorial annotation,item,YCgBhPNn,octave sign,,
statements,editorial annotation,item,VMA2AmEN,performance practice,,
statements,editorial annotation,item,Rfoj9dh4,,,
statements,handwritten annotation,item,jCuFYGDc,ink stamp,,
statements,handwritten annotation,item,JnGFsz6r,,,
statements,handwritten annotation,item,eviEKifd,dynamic,,
statements,handwritten annotation,item,Tf4mT79v,piano,,
statements,handwritten annotation,item,gSHSbZQr,,,
statements,handwritten annotation,item,VMA2AmEN,performance practice,,
statements,handwritten annotation,item,B7WuhvkL,fermata,,
statements,handwritten annotation,item,bZxRjBKt,brackets,,
statements,handwritten annotation,item,SnxsnGvi,,,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,,
statements,related item,item,,,,
statements,keyword,item,M9HRWrxt,reduction,,
statements,keyword,item,hxYumS2J,opera,,
statements,instrumentation,item,KJkThvsq,voice,,
statements,instrumentation,item,GoXpNrsh,piano,,
statements,musical work,item,kSEhiJt5,Der Golem,,
statements,agent,statement,M3sjJXNR,,fkHJwpoD||,
statements,agent,statement,3NyookEG,,2ZAuwsSp||,
statements,agent,statement,3GuXLQzZ,,GBgJfRbK|2g8dy8pA|1926,
statements,agent,statement,,,||,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,2ZAuwsSp,conductor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,,,,
statements,place,item,2g8dy8pA,New York,,
statements,place,item,,,,
statements,place,item,,,,
resources,thumb,image,KCA-030901706215.gif,,,../assets/images/thumbs/
