category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Alma redemptoris,,,
metadata,description,string,,,,
metadata,id,id,ioNZQMwn,,,
metadata,nodegoat_id,id,15992269,,,
metadata,FAAM manifestation ID,id,KCA-030901824620,,,
metadata,call number,string,MM-KM-BENOI-almared-1,,,
metadata,score format,item,ktjyHrtb,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,handwritten annotation,item,5fpte3tE,,,
statements,handwritten annotation,item,VMA2AmEN,performance practice,,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,,
statements,related item,item,,,,
statements,keyword,item,MEjPi9ot,choral music,,
statements,keyword,item,jTMjFsDj,Cecilian Movement,,
statements,keyword,item,FSduWvy5,early music,,
statements,keyword,item,kyU4WddT,hymn,,
statements,instrumentation,item,KJkThvsq,voice,,
statements,instrumentation,item,RXg4snEH,organ,,
statements,musical work,item,JjEjaRYs,,,
statements,agent,statement,JEZ5AweR,,GBgJfRbK|9k2MygHr|,
statements,agent,statement,73vECvez,,fkHJwpoD||,
statements,agent,statement,3NyookEG,,GoiPpGap||,
statements,agent,statement,,,||,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GoiPpGap,performing artist,,
statements,role,item,,,,
statements,place,item,9k2MygHr,City of Brussels,,
statements,place,item,,,,
statements,place,item,,,,
resources,thumb,image,KCA-030901824620.gif,,,../assets/images/thumbs/
