category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,"Sonate : n° IV a moll: für Orgel, op. 98",,,
metadata,description,string,,,,
metadata,id,id,hzNE4Evx,,,
metadata,nodegoat_id,id,16004130,,,
metadata,FAAM manifestation ID,id,KCA-030904127948,,,
metadata,call number,string,MM-TO-RHEIN-sonat4-1,,,
metadata,score format,item,mrQyCLJX,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,J6ERsasy,metronome mark,,
statements,editorial annotation,item,3ts8CrNB,musical phrasing,,
statements,handwritten annotation,item,VMA2AmEN,performance practice,,
statements,handwritten annotation,item,bmWfNETn,pedal keyboard,,
statements,handwritten annotation,item,iWuVLJam,,,
statements,handwritten annotation,item,WT9AcUBt,tempo,,
statements,handwritten annotation,item,YWfofDz3,,,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,,
statements,related item,item,,,,
statements,keyword,item,E2chmtzQ,sonata,,
statements,keyword,item,A85JP7AT,organ music,,
statements,instrumentation,item,RXg4snEH,organ,,
statements,musical work,item,ftLdN2oy,,,
statements,agent,statement,kaxviS8H,,GBgJfRbK|GKcJxAtt|,
statements,agent,statement,3NyookEG,,GoiPpGap||,
statements,agent,statement,4mYssfUB,,fkHJwpoD||,
statements,agent,statement,,,||,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,GoiPpGap,performing artist,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,,,,
statements,place,item,GKcJxAtt,Leipzig,,
statements,place,item,,,,
statements,place,item,,,,
resources,thumb,image,KCA-030904127948.gif,,,../assets/images/thumbs/
