category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,"Ecole de Garcia, Traité complet de l'art du chant par Manuel Garcia fils. 1ère partie",,,
metadata,description,string,,,,
metadata,id,id,TRSkCAbr,,,
metadata,nodegoat_id,id,16004206,,,
metadata,FAAM manifestation ID,id,BNF-43004209h,,,
metadata,call number,string,VM8 A-100,,,
metadata,score format,item,ifXZogMQ,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,note,html,Only first part.,,,
statements,date,date,1840,,,
statements,date,date,,,,
statements,editorial annotation,item,VMA2AmEN,performance practice,,
statements,provenance,item,Y7xwGJo8,Bibliothèque nationale de France,,
statements,related item,item,iwpfqYGE,,,
statements,related item,item,,,,
statements,keyword,item,Vm5DPnGE,vocal pedagogy,,
statements,keyword,item,9farY66Z,music education,,
statements,instrumentation,item,KJkThvsq,voice,,
statements,instrumentation,item,GoXpNrsh,piano,,
statements,agent,statement,LwgDWYDy,,fkHJwpoD||,
statements,agent,statement,LwgDWYDy,,GBgJfRbK|GDeKaNeC|1840,
statements,agent,statement,,,||,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,,,,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,,
statements,place,item,,,,
resources,thumb,image,BNF-43004209h.gif,,,../assets/images/thumbs/
