category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Marlborough - Op. 42,,,
metadata,description,string,,,,
metadata,id,id,kBn7pv6w,,,
metadata,nodegoat_id,id,16005386,,,
metadata,FAAM manifestation ID,id,ORP-20143702p4,,,
metadata,call number,string,KTS1 H.11.map.004,,,
metadata,score format,item,mrQyCLJX,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,NsEoE4RP,musical expression,,
statements,editorial annotation,item,Di2mC26w,engage pedal,,
statements,editorial annotation,item,NFazQXR2,release pedal,,
statements,editorial annotation,item,WtvibJFF,accent,,
statements,editorial annotation,item,ZdpNGGJP,arpeggio,,
statements,editorial annotation,item,KTdA5xD8,,,
statements,editorial annotation,item,74i4Vmgy,,,
statements,editorial annotation,item,d2uUDsVY,variation,,
statements,editorial annotation,item,YRq3pSH7,cadenza,,
statements,handwritten annotation,item,5fpte3tE,,,
statements,handwritten annotation,item,6cyBEJLr,fingering,,
statements,provenance,item,TrYWxDhL,Orpheus Institute,,
statements,related item,item,,,,
statements,instrumentation,item,GoXpNrsh,piano,,
statements,agent,statement,RkkGPiKU,,fkHJwpoD||,
statements,agent,statement,3NyookEG,,GoiPpGap||,
statements,agent,statement,nCTSPiBQ,,GBgJfRbK|GDeKaNeC|,
statements,agent,statement,,,||,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GoiPpGap,performing artist,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,,,,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,,
statements,place,item,,,,
statements,place,item,,,,
resources,thumb,image,ORP-20143702p4.gif,,,../assets/images/thumbs/
