category,faam_property,type,value,base_url,label
metadata,label,string,Alessandro Longo,,
metadata,label,string,Alessandro Longo,,
metadata,description,string,,,
metadata,description,string,Italian composer (1864–1945),,
metadata,id,id,S2wjk8Yx,,
metadata,nodegoat_id,id,16003950,,
metadata,aliases,string,,,
metadata,aliases,string,Alessandro Longo,,
metadata,qid,externalid,Q1934977,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,24867266,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30027307,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Longo,_Alessandro",https://imslp.org/wiki/,
statements,date of birth,date,1864-12-31,,
statements,date of death,date,1945-11-03,,
statements,type,item,ZwquHrbe,,human
statements,role,item,45qo3Fj3,,music editor
statements,related to,item,FSduWvy5,,early music
statements,occupation,item,KZLqHwSf,,composer
statements,occupation,item,9jaW5gj6,,librarian
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,7isyBsAv,,Italy
statements,nationality,item,RNVCZ5PK,,Kingdom of Italy
statements,place of birth,item,26UMUpY9,,
statements,place of death,item,RjXv6xhJ,,
statements,instrument,item,GoXpNrsh,,piano
statements,influenced by,item,Na5pMDjZ,,Domenico Scarlatti
resources,image,image,Aleslongo.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/,
