category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,"Musica antica italiana; sei celebri pezzi per cembalo, trascritti per pianoforte.",,,
metadata,description,string,,,,
metadata,id,id,RuR2W36G,,,
metadata,nodegoat_id,id,16005157,,,
metadata,FAAM manifestation ID,id,SML-12107,,,
metadata,call number,string,M38 .C42i,,,
metadata,score format,item,mrQyCLJX,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,provenance,item,GTTB7Xre,Sibley Music Library,,
statements,related item,item,,,,
statements,keyword,item,FSduWvy5,early music,,
statements,keyword,item,E2chmtzQ,sonata,,
statements,keyword,item,MaWnCnVw,arrangement,,
statements,keyword,item,kSz3iRAw,piano sonata,,
statements,instrumentation,item,GoXpNrsh,piano,,
statements,agent,statement,EHu93ZKy,,fkHJwpoD||,
statements,agent,statement,PoskEMCE,,45qo3Fj3||,
statements,agent,statement,XVpibGGu,,GBgJfRbK||,
statements,agent,statement,,,||,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,,,,
statements,place,item,,,,
statements,place,item,,,,
statements,place,item,,,,
resources,thumb,image,SML-12107.gif,,,../assets/images/thumbs/
