category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Aria uit het Voicespel Isa: voor soprano-stem met klavierbegeleiding,,,
metadata,description,string,,,,
metadata,id,id,9sBJUKDr,,,
metadata,nodegoat_id,id,16002631,,,
metadata,FAAM manifestation ID,id,KCA-030902412995,,,
metadata,call number,string,MM-ZL-BENOI-isa-1,,,
metadata,score format,item,ktjyHrtb,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,J6ERsasy,metronome mark,,
statements,editorial annotation,item,iWuVLJam,,,
statements,editorial annotation,item,WT9AcUBt,tempo,,
statements,editorial annotation,item,Di2mC26w,engage pedal,,
statements,editorial annotation,item,NFazQXR2,release pedal,,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,,
statements,related item,item,,,,
statements,keyword,item,hxYumS2J,opera,,
statements,keyword,item,M9HRWrxt,reduction,,
statements,keyword,item,MaWnCnVw,arrangement,,
statements,keyword,item,2tRZBihu,song,,
statements,keyword,item,HwcYgL5C,salon music,,
statements,instrumentation,item,KJkThvsq,voice,,
statements,instrumentation,item,GoXpNrsh,piano,,
statements,musical work,item,7Yh87s6n,Isa,,
statements,agent,statement,73vECvez,,fkHJwpoD||,
statements,agent,statement,YngsMvHp,,GBgJfRbK|Ba3nT5xs|,
statements,agent,statement,,,||,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,,,,
statements,place,item,Ba3nT5xs,Antwerp,,
statements,place,item,,,,
resources,thumb,image,KCA-030902412995.gif,,,../assets/images/thumbs/
