category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,"13. | Concerto. | del | Antonio Vivaldi. | Viol. conc., Viol +11, Viola, e Basso.",,,
metadata,description,string,,,,
metadata,id,id,YAoM7BBf,,,
metadata,nodegoat_id,id,15992720,,,
metadata,FAAM manifestation ID,id,CBM-TORRMsA9,,,
metadata,call number,string,TORR. Ms.A.9,,,
metadata,score format,item,ktjyHrtb,,,
metadata,score complexity,item,THYV2oLw,,,
statements,date,date,,,,
statements,date,date,,,,
statements,handwritten annotation,item,FhoqCrfh,realization of figured bass,,
statements,handwritten annotation,item,jCuFYGDc,ink stamp,,
statements,provenance,item,UXcrTKij,Biblioteca del Conservatorio Benedetto Marcello,,
statements,related item,item,,,,
statements,keyword,item,65rhe5Po,concerto,,
statements,keyword,item,ePKeLfXg,violin concerto,,
statements,keyword,item,FSduWvy5,early music,,
statements,instrumentation,item,VZE4bgeN,violin,,
statements,instrumentation,item,WsKgSBQG,viola,,
statements,instrumentation,item,4oyT6BBG,cello,,
statements,instrumentation,item,3Sa6bp7X,continuo group,,
statements,musical work,item,kPkqnAtX,Violin concerto in C major (RV 179),,
statements,agent,statement,Key74Nv2,,fkHJwpoD||,
statements,agent,statement,M2b4HvjF,,NgFpoygv|k6SS3uwu|,
statements,agent,statement,,,||,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,NgFpoygv,scholar,,
statements,role,item,,,,
statements,place,item,k6SS3uwu,,,
statements,place,item,,,,
resources,thumb,image,CBM-TORRMsA9.gif,,,../assets/images/thumbs/
