category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Ik droomde!,,,
metadata,description,string,,,,
metadata,id,id,dkF8Nxni,,,
metadata,nodegoat_id,id,15992436,,,
metadata,FAAM manifestation ID,id,KCA-030902354767,,,
metadata,call number,string,MM-ZL-BENOI-ikdroom-1,,,
metadata,score format,item,ktjyHrtb,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,NFazQXR2,release pedal,,
statements,editorial annotation,item,Di2mC26w,engage pedal,,
statements,editorial annotation,item,3ts8CrNB,musical phrasing,,
statements,editorial annotation,item,eHYWo9ba,translation,,
statements,editorial annotation,item,WT9AcUBt,tempo,,
statements,editorial annotation,item,WtvibJFF,accent,,
statements,editorial annotation,item,NsEoE4RP,musical expression,,
statements,handwritten annotation,item,jCuFYGDc,ink stamp,,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,,
statements,related item,item,2cMy9cfL,,,
statements,related item,item,GxwNM6Ja,Edward Keurvels,,
statements,keyword,item,HwinuQRS,song,,
statements,instrumentation,item,KJkThvsq,voice,,
statements,agent,statement,73vECvez,,fkHJwpoD||,
statements,agent,statement,GxwNM6Ja,,NgFpoygv|Ba3nT5xs|,
statements,agent,statement,3NyookEG,,GoiPpGap||,
statements,agent,statement,2dS4SEkW,,ipShXcQo||,
statements,agent,statement,BkX9pctu,,GBgJfRbK|9k2MygHr|,
statements,agent,statement,,,||,
statements,agent,statement,,,||,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,NgFpoygv,scholar,,
statements,role,item,GoiPpGap,performing artist,,
statements,role,item,ipShXcQo,librettist,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,,,,
statements,role,item,,,,
statements,place,item,Ba3nT5xs,Antwerp,,
statements,place,item,9k2MygHr,City of Brussels,,
statements,place,item,,,,
statements,place,item,,,,
statements,place,item,,,,
resources,thumb,image,KCA-030902354767.gif,,,../assets/images/thumbs/
