category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Violinstudien für Technik und Vortrag : (im Anschluß an Kreutzer's Etuden) ; op. 6,,,
metadata,description,string,,,,
metadata,id,id,2Cvd2yCq,,,
metadata,nodegoat_id,id,16005028,,,
metadata,FAAM manifestation ID,id,BSB-991018741429707356,,,
metadata,call number,string,4 Mus.pr. 61425,,,
metadata,score format,item,g5WgfTuF,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,,,,
statements,date,date,,,,
statements,provenance,item,FDCuefHz,Bavarian State Library,,
statements,related item,item,,,,
statements,keyword,item,9farY66Z,music education,,
statements,keyword,item,QFnkBYdA,string music,,
statements,instrumentation,item,VZE4bgeN,violin,,
statements,agent,statement,h6EVLm3C,,fkHJwpoD||,
statements,agent,statement,GoYXRJq3,,GBgJfRbK||,
statements,agent,statement,,,||,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,,,,
statements,place,item,,,,
statements,place,item,,,,
resources,thumb,image,BSB-991018741429707356.gif,,,../assets/images/thumbs/
