category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Suite pour luth : Transcrite pour clavecin,,,
metadata,description,string,,,,
metadata,id,id,HTcAGdbU,,,
metadata,nodegoat_id,id,15992684,,,
metadata,FAAM manifestation ID,id,KCG-000332208,,,
metadata,call number,string,DS-1478,,,
metadata,score format,item,mrQyCLJX,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,VMA2AmEN,performance practice,,
statements,editorial annotation,item,LiFYdNgN,comparative study,,
statements,editorial annotation,item,WtvibJFF,accent,,
statements,editorial annotation,item,WT9AcUBt,tempo,,
statements,editorial annotation,item,J6ERsasy,metronome mark,,
statements,editorial annotation,item,eviEKifd,dynamic,,
statements,editorial annotation,item,6cyBEJLr,fingering,,
statements,editorial annotation,item,A4NPbBsi,ornament,,
statements,editorial annotation,item,9dz9ydpz,legato,,
statements,editorial annotation,item,UDva945b,crescendo,,
statements,editorial annotation,item,mQvT2Zdb,,,
statements,editorial annotation,item,AeKhRWCB,,,
statements,handwritten annotation,item,jCuFYGDc,ink stamp,,
statements,provenance,item,hQcqj8e8,Royal Conservatory of Ghent,,
statements,related item,item,,,,
statements,keyword,item,4Ug7EdNp,suite,,
statements,keyword,item,RHxmTGG2,dance music,,
statements,keyword,item,FSduWvy5,early music,,
statements,instrumentation,item,YmTjo9Ww,harpsichord,,
statements,agent,statement,QhRQ5LW9,,fkHJwpoD||,
statements,agent,statement,Ccyebwyo,,45qo3Fj3||,
statements,agent,statement,i3Be6vZK,,45qo3Fj3||,
statements,agent,statement,aNPQBeDQ,,GBgJfRbK|9k2MygHr|,
statements,agent,statement,,,||,
statements,agent,statement,,,||,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,,,,
statements,role,item,,,,
statements,place,item,9k2MygHr,City of Brussels,,
statements,place,item,,,,
statements,place,item,,,,
statements,place,item,,,,
resources,thumb,image,KCG-000332208.gif,,,../assets/images/thumbs/
