category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,"Kantate Nr. 60. O Ewigkeit, du Donnerwort",,,
metadata,description,string,,,,
metadata,id,id,kYbLXEaa,,,
metadata,nodegoat_id,id,15992777,,,
metadata,FAAM manifestation ID,id,ORP-20140284b,,,
metadata,call number,string,KTS1 C2.60 Map.021b,,,
metadata,score format,item,ktjyHrtb,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,1863,,,
statements,date,date,1891,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,J6ERsasy,metronome mark,,
statements,editorial annotation,item,eviEKifd,dynamic,,
statements,editorial annotation,item,UDva945b,crescendo,,
statements,editorial annotation,item,e9t5BdLA,decrescendo,,
statements,editorial annotation,item,WtvibJFF,accent,,
statements,handwritten annotation,item,JnGFsz6r,,,
statements,handwritten annotation,item,gpdFtfXA,,,
statements,handwritten annotation,item,VMA2AmEN,performance practice,,
statements,handwritten annotation,item,YWfofDz3,,,
statements,handwritten annotation,item,RePdmToB,breath mark,,
statements,handwritten annotation,item,9dz9ydpz,legato,,
statements,handwritten annotation,item,SnxsnGvi,,,
statements,provenance,item,TrYWxDhL,Orpheus Institute,,
statements,related item,item,,,,
statements,keyword,item,FSduWvy5,early music,,
statements,keyword,item,M9HRWrxt,reduction,,
statements,keyword,item,MaWnCnVw,arrangement,,
statements,keyword,item,EWh47JQF,realization of figured bass,,
statements,keyword,item,Gz3LUkC5,church cantata,,
statements,keyword,item,jTMjFsDj,Cecilian Movement,,
statements,instrumentation,item,KJkThvsq,voice,,
statements,instrumentation,item,GoXpNrsh,piano,,
statements,musical work,item,UieHeowD,"O Ewigkeit, du Donnerwort, BWV 60",,
statements,agent,statement,nwj4tnGi,,GBgJfRbK|GKcJxAtt|1863,
statements,agent,statement,3NyookEG,,GoiPpGap||,
statements,agent,statement,QhRQ5LW9,,fkHJwpoD||,
statements,agent,statement,XVpibGGu,,GBgJfRbK|GKcJxAtt|1891,
statements,agent,statement,,,||,
statements,agent,statement,,,||,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,GoiPpGap,performing artist,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,,,,
statements,role,item,,,,
statements,place,item,GKcJxAtt,Leipzig,,
statements,place,item,GKcJxAtt,Leipzig,,
statements,place,item,,,,
statements,place,item,,,,
statements,place,item,,,,
resources,thumb,image,ORP-20140284b.gif,,,../assets/images/thumbs/
