category,faam_property,type,value,base_url,label
metadata,label,string,Pietro Filippo Scarlatti,,
metadata,label,string,Pietro Filippo Scarlatti,,
metadata,description,string,,,
metadata,description,string,Italian composer,,
metadata,id,id,WXJKgRGR,,
metadata,nodegoat_id,id,15996024,,
metadata,aliases,string,,,
metadata,aliases,string,Pietro Filippo Scarlatti,,
metadata,qid,externalid,Q470269,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,54330868,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30018116,https://rism.online/,
statements,date of birth,date,1679-01-05,,
statements,date of death,date,1750-02-22,,
statements,type,item,ZwquHrbe,,human
statements,occupation,item,KZLqHwSf,,composer
statements,occupation,item,PGamAZRD,,organist
statements,sex or gender,item,VAnkqco6,,male
statements,place of birth,item,fZUC7W4e,,
statements,place of death,item,RjXv6xhJ,,
statements,instrument,item,J32Mk8QV,,pipe organ
statements,instrument,item,RXg4snEH,,organ
resources,image,image,,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/,
