category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Ballade,,,
metadata,description,string,,,,
metadata,id,id,bPve8Vby,,,
metadata,nodegoat_id,id,15992364,,,
metadata,FAAM manifestation ID,id,KCA-030902147005,,,
metadata,call number,string,MM-TP-BENOI-conte2-1,,,
metadata,score format,item,mrQyCLJX,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,note,html,Only conte N.2 is present.,,,
statements,sections,html,"[h=1]2me Suite[/h]
<ol>
<li> Ballade </li>
<li> Conte </li>
<li> Ballade </li>
</ol>",,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,CPJ2a2C2,articulation,,
statements,editorial annotation,item,NsEoE4RP,musical expression,,
statements,editorial annotation,item,WtvibJFF,accent,,
statements,editorial annotation,item,iWuVLJam,,,
statements,handwritten annotation,item,eviEKifd,dynamic,,
statements,handwritten annotation,item,6cyBEJLr,fingering,,
statements,handwritten annotation,item,YWfofDz3,,,
statements,handwritten annotation,item,XutP4SZN,chronometry,,
statements,handwritten annotation,item,eHYWo9ba,translation,,
statements,handwritten annotation,item,5fpte3tE,,,
statements,handwritten annotation,item,aCRY7SgN,accidental,,
statements,handwritten annotation,item,SnxsnGvi,,,
statements,handwritten annotation,item,UDva945b,crescendo,,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,,
statements,related item,item,,,,
statements,keyword,item,2HBuTSVV,ballade,,
statements,keyword,item,jvhZafsd,piano cycle,,
statements,keyword,item,4ZvdnZdj,programme music,,
statements,instrumentation,item,GoXpNrsh,piano,,
statements,musical work,item,JpQ4iY5H,,,
statements,agent,statement,3NyookEG,,GoiPpGap||,
statements,agent,statement,73vECvez,,fkHJwpoD||,
statements,agent,statement,BkX9pctu,,GBgJfRbK|9k2MygHr|,
statements,agent,statement,,,||,
statements,role,item,GoiPpGap,performing artist,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,,,,
statements,place,item,9k2MygHr,City of Brussels,,
statements,place,item,,,,
statements,place,item,,,,
resources,thumb,image,KCA-030902147005.gif,,,../assets/images/thumbs/
