category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,"Harmonia Sacra or Divine Hymns and Dialogues : with a Thorow Bass for the Theorbo-Lute, Bass Viol, Harpsichord, or Organ. vols. 1-2",,,
metadata,description,string,,,,
metadata,id,id,8GyqXER7,,,
metadata,nodegoat_id,id,16004140,,,
metadata,FAAM manifestation ID,id,ORP-20134135,,,
metadata,call number,string,KTS1 C1.33 07E42,,,
metadata,score format,item,ktjyHrtb,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,note,html,Some pages are missing.,,,
statements,sections,html,2 Volumes.,,,
statements,date,date,1688,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,2Wh3HwBY,figured bass,,
statements,handwritten annotation,item,2Wh3HwBY,figured bass,,
statements,handwritten annotation,item,VMA2AmEN,performance practice,,
statements,handwritten annotation,item,5fpte3tE,,,
statements,handwritten annotation,item,4PAdXGNC,,,
statements,handwritten annotation,item,Pcc4PpDc,,,
statements,provenance,item,TrYWxDhL,Orpheus Institute,,
statements,related item,item,,,,
statements,keyword,item,FSduWvy5,early music,,
statements,keyword,item,Gz3LUkC5,church cantata,,
statements,keyword,item,fQLeQtvy,song cycle,,
statements,keyword,item,gQaQXVZY,basso continuo,,
statements,instrumentation,item,KJkThvsq,voice,,
statements,instrumentation,item,3Sa6bp7X,continuo group,,
statements,musical work,item,V4W7HYDB,,,
statements,agent,statement,LsWwXzE4,,GoiPpGap||,
statements,agent,statement,9C7U8xmx,,GBgJfRbK|bsTArmEN|1688,
statements,agent,statement,9C7U8xmx,,fkHJwpoD||,
statements,agent,statement,,,||,
statements,role,item,GoiPpGap,performing artist,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,,,,
statements,place,item,bsTArmEN,London,,
statements,place,item,,,,
statements,place,item,,,,
resources,thumb,image,ORP-20134135.gif,,,../assets/images/thumbs/
