category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,"Grand trio pour violon, alto et violoncelle",,,
metadata,description,string,,,,
metadata,id,id,2PHYDsRs,,,
metadata,nodegoat_id,id,16004383,,,
metadata,FAAM manifestation ID,id,KCA-KMT175228,,,
metadata,call number,string,KMT,,,
metadata,score format,item,g5WgfTuF,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,WtvibJFF,accent,,
statements,editorial annotation,item,CPJ2a2C2,articulation,,
statements,editorial annotation,item,UDva945b,crescendo,,
statements,editorial annotation,item,eviEKifd,dynamic,,
statements,editorial annotation,item,Rg6UtZ34,,,
statements,editorial annotation,item,AeKhRWCB,,,
statements,editorial annotation,item,WT9AcUBt,tempo,,
statements,editorial annotation,item,e9t5BdLA,decrescendo,,
statements,editorial annotation,item,6sMfgEow,,,
statements,handwritten annotation,item,jCuFYGDc,ink stamp,,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,,
statements,related item,item,,,,
statements,keyword,item,3kABELSa,trio,,
statements,keyword,item,QFnkBYdA,string music,,
statements,keyword,item,HwcYgL5C,salon music,,
statements,instrumentation,item,VZE4bgeN,violin,,
statements,instrumentation,item,WsKgSBQG,viola,,
statements,instrumentation,item,4oyT6BBG,cello,,
statements,agent,statement,aRhqhDnA,,||,
statements,agent,statement,AnpeTJfi,,GBgJfRbK|GDeKaNeC|,
statements,agent,statement,,,||,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,,,,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,,
statements,place,item,,,,
resources,thumb,image,KCA-KMT175228.gif,,,../assets/images/thumbs/
