category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Charles VI : opera in 5 bedrijven,,,
metadata,description,string,,,,
metadata,id,id,o9yHFhFa,,,
metadata,nodegoat_id,id,15992630,,,
metadata,FAAM manifestation ID,id,KCG-000348150,,,
metadata,call number,string,II936,,,
metadata,score format,item,ktjyHrtb,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,A4NPbBsi,ornament,,
statements,editorial annotation,item,Di2mC26w,engage pedal,,
statements,editorial annotation,item,NFazQXR2,release pedal,,
statements,editorial annotation,item,MCVLnYka,,,
statements,editorial annotation,item,WT9AcUBt,tempo,,
statements,editorial annotation,item,QJ92QxQv,staccato,,
statements,editorial annotation,item,CAJrKY2K,sotto voce,,
statements,editorial annotation,item,NsEoE4RP,musical expression,,
statements,handwritten annotation,item,8Ki8U5U4,underline,,
statements,handwritten annotation,item,4PAdXGNC,,,
statements,provenance,item,hQcqj8e8,Royal Conservatory of Ghent,,
statements,related item,item,,,,
statements,keyword,item,hxYumS2J,opera,,
statements,keyword,item,M9HRWrxt,reduction,,
statements,keyword,item,MaWnCnVw,arrangement,,
statements,keyword,item,HwcYgL5C,salon music,,
statements,instrumentation,item,KJkThvsq,voice,,
statements,instrumentation,item,GoXpNrsh,piano,,
statements,musical work,item,Vy7ymJFS,Charles VI,,
statements,agent,statement,SkjFZWhq,,fkHJwpoD||,
statements,agent,statement,XVpibGGu,,GBgJfRbK|GKcJxAtt|,
statements,agent,statement,AnpeTJfi,,GBgJfRbK|GDeKaNeC|,
statements,agent,statement,3NyookEG,,GoiPpGap||,
statements,agent,statement,U6xhouYu,,fkHJwpoD||,
statements,agent,statement,,,||,
statements,agent,statement,,,||,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,GoiPpGap,performing artist,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,,,,
statements,role,item,,,,
statements,place,item,GKcJxAtt,Leipzig,,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,,
statements,place,item,,,,
statements,place,item,,,,
statements,place,item,,,,
resources,thumb,image,KCG-000348150.gif,,,../assets/images/thumbs/
