category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Villanelle : pour Flûte (ou Hautbois) et Violoncelle : Op. 12,,,
metadata,description,string,,,,
metadata,id,id,LtwRNnYy,,,
metadata,nodegoat_id,id,15992778,,,
metadata,FAAM manifestation ID,id,KCG-000735537,,,
metadata,call number,string,DS-1320,,,
metadata,score format,item,g5WgfTuF,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,Rfoj9dh4,,,
statements,editorial annotation,item,CPJ2a2C2,articulation,,
statements,provenance,item,hQcqj8e8,Royal Conservatory of Ghent,,
statements,related item,item,,,,
statements,keyword,item,7U54uqaV,period composition,,
statements,keyword,item,FSduWvy5,early music,,
statements,keyword,item,QzirSvBV,villanella,,
statements,instrumentation,item,MV3uErvy,flute,,
statements,instrumentation,item,MFQUhgoe,oboe,,
statements,instrumentation,item,4oyT6BBG,cello,,
statements,musical work,item,Ww7c4sWG,Villanelle Op. 12,,
statements,agent,statement,dZWcjfhr,,GBgJfRbK|GDeKaNeC|,
statements,agent,statement,RnyE4sLC,,fkHJwpoD||,
statements,agent,statement,,,||,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,,,,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,,
statements,place,item,,,,
resources,thumb,image,KCG-000735537.gif,,,../assets/images/thumbs/
