category,faam_property,type,value,base_url,label
metadata,label,string,Charles Laffillé,,
metadata,label,string,Charles Laffillé,,
metadata,description,string,,,
metadata,description,string,"French composer, poet and theatre director",,
metadata,id,id,GnrSEm6g,,
metadata,nodegoat_id,id,16005762,,
metadata,aliases,string,Apetit,,
metadata,aliases,string,Charles Laffille,,
metadata,aliases,string,Charles Laffillé,,
metadata,qid,externalid,Q2959544,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,64125370,https://viaf.org/viaf/,
statements,date of birth,date,1771-09-30,,
statements,date of death,date,1848-04-16,,
statements,type,item,2fXfbLCV,,music publishing company
statements,role,item,GBgJfRbK,,publishing company
statements,occupation,item,KZLqHwSf,,composer
statements,occupation,item,WF4NSijn,,poet
statements,occupation,item,PMFvTuuY,,theatrical director
statements,occupation,item,TwyJsq9A,,editor
statements,occupation,item,WKmszhX8,,theatre manager
statements,occupation,item,K6gPySVi,,music publisher
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,Eqo9Fq2n,,France
statements,place of birth,item,Z7kiYEC3,,
statements,place of death,item,NTVdRo4W,,
resources,image,image,,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/,
