category,faam_property,type,value,base_url,label
metadata,label,string,Adolf Jensen,,
metadata,label,string,Adolf Jensen,,
metadata,description,string,,,
metadata,description,string,"German pianist, composer and music teacher (1837–1879)",,
metadata,id,id,dGPuqxgm,,
metadata,nodegoat_id,id,16005229,,
metadata,aliases,string,,,
metadata,aliases,string,Adolf Jensen,,
metadata,qid,externalid,Q362798,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,22327623,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/111085,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Jensen,_Adolf",https://imslp.org/wiki/,
statements,date of birth,date,1837-01-12,,
statements,date of death,date,1879-01-23,,
statements,type,item,ZwquHrbe,,human
statements,occupation,item,KZLqHwSf,,composer
statements,occupation,item,6XD3homi,,music educator
statements,occupation,item,RHfvaKqY,,pianist
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,YUq8HaDb,,Kingdom of Prussia
statements,place of birth,item,5eewCidM,,
statements,place of death,item,LbQkoCtF,,
statements,instrument,item,GoXpNrsh,,piano
resources,image,image,Jensen_Adolf.png,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/,
